League,GoalsNetIncome,GoalsWin,GoalsMax,BetAmountGoals,GOalsProfitPercent,GoalsBets,GoalsWinPercent,xGNetIncome,xGWin,xGMax,BetAmountxG,xGProfitPercent,xGBets,xGWinPercent,RegNetIncome,RegWin,RegMax,BetAmountReg,RegProfitPercent,RegBets,RegWinPercent,RFNetIncome,RFWin,RFMax,BetAmountRF,RFProfitPercent,RFBets,RFWinPercent,KCOFilter
Bunde2019,8558.2879059934,64,954.7052364400001,6059.300525711,1.4124217588612125,107,0.5981308411214953,8356.99036599425,60,836.9708263299999,5168.694444263,1.6168474372227795,101,0.594059405940594,8972.3850978301,67,685.0139373100001,5390.722072131,1.6644124808837042,101,0.6633663366336634,7780.68895295665,55,859.8844806000001,4705.582056006,1.6535019175843968,90,0.6111111111111112,Greater than 2
LaLiga2018,-339.93840046939,26,70.7580911272,2252.200982945,-0.1509360856529257,71,0.36619718309859156,-136.80359113681,24,103.446486918,1921.030475438,-0.07121364959377775,72,0.3333333333333333,2278.25354740012,65,316.25381169,6471.218327013,0.3520594472743932,128,0.5078125,1363.87159715818,50,238.95054469299998,4633.199660002,0.2943692690242473,114,0.43859649122807015,Greater than 2
LaLiga2019,2880.34400782695,41,1304.09469679,4759.00070007,0.6052413498877156,116,0.35344827586206895,509.80679195640005,28,536.63998173,3730.10780652,0.13667347390477266,100,0.28,3302.54029446355,59,772.97574027,6563.399869271,0.5031752384805354,135,0.43703703703703706,2847.0528908191,58,640.33293301,5517.663630875,0.5159888462370095,136,0.4264705882352941,Greater than 2
Ligue12018,-156.60161679394992,35,168.0798928217,2701.4426744849998,-0.05796962425782523,89,0.39325842696629215,-382.45586556728,16,87.19087705000001,1451.9398555760001,-0.26341026737333806,60,0.26666666666666666,2144.335088599,47,740.8537797699998,5775.71844795,0.3712672471699339,125,0.376,1812.50767456785,54,384.87735297,4727.755046226,0.3833759695343588,125,0.432,Greater than 2
Ligue12019,-335.089600251,39,280.937063605,4235.124525363,-0.07912154607125249,108,0.3611111111111111,350.5290888699,21,133.93363403,1467.089826565,0.23892817094275562,57,0.3684210526315789,2464.36419754785,59,301.356587405,5384.591558468,0.4576696618097808,120,0.49166666666666664,1555.2227940896,55,342.50477991,4136.081878238,0.376013541287083,107,0.514018691588785,Greater than 2
PL2018,-242.69811184496996,31,84.64247699399999,2665.703577526,-0.09104467349299747,81,0.38271604938271603,135.82380514462,30,133.27018398799999,1658.866047168,0.08187750022161046,67,0.44776119402985076,2763.06264488254,67,453.54780455,6101.139222915,0.4528765110792547,135,0.4962962962962963,3483.21475836169,75,627.24484271,5261.514806935,0.6620174771285636,128,0.5859375,Greater than 2
PL2019,-61.524290370299966,25,65.62376895000001,1738.657478208,-0.035386090211231166,54,0.46296296296296297,505.2709616723,27,311.167713255,1873.291754416,0.2697235817545242,65,0.4153846153846154,3452.07059181835,60,406.13738888499995,5441.777905935,0.6343644763696432,123,0.4878048780487805,2060.51564442455,61,399.86665619999997,5464.418401329,0.3770786739030475,143,0.42657342657342656,Greater than 2
SerieA2018,-383.51114321737,27,120.60605109,2595.127232,-0.1477812488298724,71,0.38028169014084506,82.32149465108003,21,204.97388899,1423.75062178,0.057820164143746,58,0.3620689655172414,1332.10046035245,48,453.34987674,5300.386661404,0.2513213743541485,115,0.41739130434782606,796.8130317400701,42,610.97392999,4519.197055941,0.1763173904294721,128,0.328125,Greater than 2
SerieA2019,-535.0784617695,22,63.219552964,2119.234393142,-0.2524866826911896,64,0.34375,-545.85890777135,12,60.96974901360001,1298.808666326,-0.42027661342562966,50,0.24,891.9062144751999,47,636.3888226099999,5198.966290548,0.171554529233385,129,0.3643410852713178,804.7724407207501,42,346.61516267,4070.813664414,0.19769326406557552,112,0.375,Greater than 2
Bunde2018,-357.22912738147,19,154.54272848799997,2457.831291059,-0.14534322542030603,54,0.35185185185185186,-304.23862027443,5,64.51969178200001,772.232248821,-0.3939729540419014,21,0.23809523809523808,819.06841459065,25,252.13153463999998,3713.21899571,0.22058176895490028,62,0.4032258064516129,1152.3496551619,26,384.77170015999997,2699.543679132,0.4268683126225325,61,0.4262295081967213,Greater than 2.01
Bunde2019,8293.29058885365,57,954.7052364400001,5806.0776143269995,1.4283809380000771,98,0.5816326530612245,7870.60865658255,50,836.9708263299999,4694.00984225,1.676734587503527,84,0.5952380952380952,8565.3633888291,60,685.0139373100001,5074.970410398,1.6877661732331892,88,0.6818181818181818,7655.7732911025005,51,859.8844806000001,4355.794396689,1.7576066714539915,80,0.6375,Greater than 2.01
LaLiga2018,-264.58889295481,13,70.7580911272,1565.26197918,-0.1690380884952059,39,0.3333333333333333,-282.64885715387,10,87.94424224,1156.275844535,-0.24444760174639651,34,0.29411764705882354,2260.49432881441,57,316.25381169,5764.346226489,0.392151033264921,104,0.5480769230769231,1433.89146771346,40,238.95054469299998,3936.3239910419998,0.3642717090810122,84,0.47619047619047616,Greater than 2.01
LaLiga2019,3153.16418325415,31,1304.09469679,4011.824375557,0.7859676516413723,78,0.3974358974358974,584.1185283624001,19,536.63998173,3224.034554011,0.18117626178531557,76,0.25,3351.58858629035,48,772.97574027,5728.873208216,0.5850345197871907,103,0.46601941747572817,2864.8608488845,45,640.33293301,4815.472281735,0.5949283229707012,106,0.42452830188679247,Greater than 2.01
Ligue12018,-161.81932694062994,18,168.0798928217,1952.45673846,-0.08287985272762811,50,0.36,-208.12549467099998,5,87.19087705000001,741.181427063,-0.2808023610301684,23,0.21739130434782608,2201.62561298363,37,740.8537797699998,4730.679391747,0.46539311389914084,88,0.42045454545454547,1712.19303057769,38,384.87735297,3869.029062134,0.4425381673492299,86,0.4418604651162791,Greater than 2.01
Ligue12019,-295.5040653196,21,280.937063605,3330.646274876,-0.0887227405529882,71,0.29577464788732394,304.8328081985,9,133.93363403,895.071068762,0.34056827310944543,26,0.34615384615384615,2530.0339480855,46,301.356587405,4537.589937339,0.5575721876642735,84,0.5476190476190477,1252.0439764661,33,342.50477991,3433.476313056,0.3646578168327906,76,0.4342105263157895,Greater than 2.01
PL2018,-489.0527162426,14,84.64247699399999,2037.545972854,-0.2400204573335745,47,0.2978723404255319,47.17969467189999,11,133.27018398799999,970.820353905,0.048597760113007246,30,0.36666666666666664,2559.24500823807,51,453.54780455,5282.1806033660005,0.48450539661730324,101,0.504950495049505,3229.89892115925,57,627.24484271,4532.108353526,0.7126702782042654,99,0.5757575757575758,Greater than 2.01
PL2019,-2.7922517729999683,14,65.62376895000001,1148.579534683,-0.002431047819227086,28,0.5,233.33747031220005,14,311.167713255,1358.207509533,0.17179810056596564,41,0.34146341463414637,3449.74068326735,52,406.13738888499995,4885.6762333140005,0.7060927737586407,100,0.52,1971.86134850165,46,399.86665619999997,4760.205023211,0.4142387436857771,111,0.4144144144144144,Greater than 2.01
SerieA2018,-392.09294244087005,16,120.60605109,2039.23495311,-0.19227453013341902,46,0.34782608695652173,137.71789494125002,9,204.97388899,786.242546158,0.1751595555521805,24,0.375,1248.6538519696699,38,453.34987674,4735.554800269,0.26367635992698063,94,0.40425531914893614,815.7554318491601,27,610.97392999,3712.163146573,0.21975204204110757,91,0.2967032967032967,Greater than 2.01
SerieA2019,-500.5203264739,11,63.219552964,1532.165372747,-0.3266751327087646,38,0.2894736842105263,-437.6282877334,5,60.96974901360001,829.247761732,-0.527741295097803,25,0.2,961.1780582949,36,636.3888226099999,4512.539419668,0.21300158711203382,95,0.37894736842105264,716.8788613937,30,346.61516267,3401.318898396,0.21076496582892215,81,0.37037037037037035,Greater than 2.01
Bunde2018,-408.65358980221004,13,154.54272848799997,1999.41552304,-0.20438652450835984,40,0.325,-240.26980690214998,3,64.51969178200001,581.96352914,-0.4128605915515189,15,0.2,703.82243498371,21,252.13153463999998,3264.578292189,0.21559367611667093,49,0.42857142857142855,1180.09248713106,23,384.77170015999997,2395.702496215,0.49258724277972854,53,0.4339622641509434,Greater than 2.02
Bunde2019,8215.2682151031,53,954.7052364400001,5405.953073926,1.5196706487755125,89,0.5955056179775281,7773.41606527785,47,836.9708263299999,4479.582370209,1.7352992807932612,78,0.6025641025641025,8060.9158378525,50,685.0139373100001,4369.057391323,1.84500113316469,72,0.6944444444444444,7492.2858988379,47,859.8844806000001,4065.814305865,1.8427516200211511,73,0.6438356164383562,Greater than 2.02
LaLiga2018,-272.04855451282,6,70.7580911272,1044.125133071,-0.26055167708937893,22,0.2727272727272727,-239.78616626136,5,87.94424224,781.36882341,-0.30687961827668075,22,0.22727272727272727,2193.1128456007,43,316.25381169,4676.77668198,0.46893683293686905,76,0.5657894736842105,1480.3402591476602,35,238.95054469299998,3475.668202672,0.42591529824671254,71,0.49295774647887325,Greater than 2.02
LaLiga2019,3304.0862243229,26,1304.09469679,3512.513158703,0.9406615932914932,63,0.4126984126984127,757.3422627057,15,536.63998173,2804.860201495,0.27001069868011035,62,0.24193548387096775,3508.36036998775,42,772.97574027,4960.987005763,0.7071899938282874,81,0.5185185185185185,2744.50311085235,36,640.33293301,3958.65558652,0.6932917125192508,81,0.4444444444444444,Greater than 2.02
Ligue12018,29.42956148754004,14,168.0798928217,1397.823018898,0.02105385380671538,32,0.4375,-73.45091145199999,4,87.19087705000001,495.01597919700004,-0.1483808897869314,13,0.3076923076923077,2163.07446681513,33,740.8537797699998,4270.835788553,0.5064756815545933,75,0.44,1580.71298979539,30,384.87735297,3319.318973252,0.47621605592388594,68,0.4411764705882353,Greater than 2.02
Ligue12019,-183.36942332789997,13,280.937063605,2451.294179333,-0.07480514777618205,48,0.2708333333333333,217.71666951400002,5,133.93363403,486.342243691,0.4476614407617188,13,0.38461538461538464,1884.1300837007,32,301.356587405,3820.459664794,0.49316842710399156,64,0.5,979.9847883805002,23,342.50477991,2767.091765488,0.35415695301585765,56,0.4107142857142857,Greater than 2.02
