League,Home,Away,HomePredGoal,AwayPredGoal,Week,HomePredxG,AwayPredxG,HomePredReg,AwayPredReg,HomePredRF,AwayPredRF,HomeWinProbGoal,AwayWinProbGoal,DrawProbGoal,HomeWinProbxG,AwayWinProbxG,DrawProbxG,HomeWinProbReg,AwayWinProbReg,DrawProbReg,HomeWinProbRF,AwayWinProbRF,DrawProbRF,HomeOdds,DrawOdds,AwayOdds,HomeGoals,AwayGoals,HomeWin,AwayWin,Draw
Bunde2018,Eint Frankfurt,Stuttgart,0.752238806,0.551020408,7,1.418963048,0.978583196,1.857522687,1.095943357,2.0092,1.500866667,0.363583165,0.239799012,0.396460868,0.468308369,0.259307925,0.268438343,0.539771901,0.221051873,0.226284562,0.478527457,0.28459441,0.215587479,1.95,3.5,4,2,1,1,0,0
Bunde2018,Freiburg,Hoffenheim,0.429850746,0.918367347,7,1.246748783,1.304777595,1.774879159,3.325416463,1.668966667,1.912933333,0.166696634,0.460119765,0.372795725,0.351134532,0.378088227,0.266695684,0.167452586,0.55794579,0.145833157,0.334114779,0.426656009,0.218358144,2.5,3.2,3,0,2,0,1,0
Bunde2018,Hamburger SV,Werder Bremen,0.214925373,1.224489796,7,0.447550845,2.028336079,1.303089563,0.726516139,1.539633333,0.9273,0.064370397,0.630287371,0.303682909,0.070526831,0.732261368,0.179596208,0.501172889,0.207960227,0.288500329,0.510981702,0.226858286,0.256718478,2.5,3.29,2.89,1,0,1,0,0
Bunde2018,Hertha BSC,Bayern Munich,0.71641791,1.224489796,7,0.296992266,1.632948929,2.047068602,2.196547626,1.592233333,2.047966667,0.216919959,0.481328654,0.299990312,0.062714186,0.706079707,0.224563177,0.354008136,0.403636822,0.19973976,0.296642386,0.466493954,0.212710024,6.25,4.59,1.44,0,3,0,1,0
Bunde2018,K̦ln,RB Leipzig,0.32238806,1.469387755,7,1.484961329,2.117298188,2.075095276,1.173193064,1.419433333,1.543966667,0.078747586,0.661740448,0.255471829,0.265007779,0.500561628,0.209094554,0.561747562,0.208396345,0.209113457,0.346976854,0.400329638,0.244180362,3.29,3.6,2.1,4,0,1,0,0
Bunde2018,M'Gladbach,Hannover 96,0.429850746,0.367346939,7,1.144657691,0.695881384,1.345377457,0.403438993,1.4458,1.018333333,0.260169185,0.215223757,0.524598494,0.462791264,0.223247739,0.31269018,0.604983882,0.110347673,0.282025578,0.465587984,0.265288163,0.264735942,1.8,3.6,4.5,3,1,1,0,0
Bunde2018,Schalke 04,Leverkusen,2.865671642,1.469387755,7,1.549584646,1.556836903,1.310330139,2.299875881,1.175133333,1.392333333,0.592987972,0.170409398,0.16186496,0.374139431,0.377164052,0.238213469,0.206785196,0.56613506,0.194861222,0.31559862,0.415958587,0.263978827,2.3,3.4,3.1,1,1,0,0,1
Bunde2018,Wolfsburg,Mainz 05,1.074626866,0,7,2.153193927,0.854036244,0.948771541,0.190483187,0.614766667,0.860566667,0.657715369,0,0.341425129,0.648846336,0.136450239,0.191700386,0.54576937,0.073211766,0.380566324,0.244341097,0.388670683,0.366672437,2.1,3.4,3.6,1,1,0,0,1
Bunde2018,Bayern Munich,Freiburg,5.158208955,0.358208955,8,5.4471441,0.839711769,2.845496894,0.384341626,2.3291,0.914633333,0.568791315,0.003758751,0.015671594,0.499042269,0.012107433,0.026721358,0.804784423,0.029860523,0.096202905,0.658375968,0.131299764,0.178394935,1.08,12,26,1,0,1,0,0
Bunde2018,Dortmund,RB Leipzig,2.794029851,0.358208955,8,2.185155117,1.224979984,2.659510727,2.522002718,2.436333333,1.136333333,0.809277175,0.028605825,0.097524122,0.567902748,0.204758081,0.201506913,0.381761378,0.34486891,0.178657783,0.621695928,0.1599421,0.17936146,1.5,4.5,6.5,2,3,0,1,0
Bunde2018,Hannover 96,Eint Frankfurt,0.32238806,0,8,1.002029574,0.745796637,1.607292658,2.457174107,1.371166667,1.4079,0.275581797,0,0.724417019,0.404642105,0.263902223,0.330728642,0.240044884,0.525069204,0.189736653,0.361829679,0.378149005,0.253847371,2.6,3.2,2.79,1,2,0,1,0
Bunde2018,Hertha BSC,Schalke 04,1.504477612,0.71641791,8,0.872600754,0.994395516,1.677749274,0.366900751,1.2985,0.586433333,0.556930289,0.177424045,0.261024557,0.306537562,0.371808275,0.320785135,0.694561949,0.075679001,0.222227811,0.538289918,0.168030708,0.291427202,3.3,3.4,2.2,1,0,1,0,0
Bunde2018,Hoffenheim,Augsburg,0.644776119,0.179104478,8,0.718121195,0.916573259,1.586014898,0.699133904,1.288633333,0.939966667,0.41810279,0.090967029,0.490872526,0.270640266,0.382775841,0.346102656,0.58113417,0.16297556,0.250004151,0.442985824,0.271106282,0.283341471,2.04,3.25,3.79,2,2,0,0,1
Bunde2018,Leverkusen,Wolfsburg,1.934328358,0.71641791,8,2.786198898,0.432345877,2.011655949,0.517395639,2.348033333,1.162466667,0.647646317,0.129921019,0.208023528,0.79493874,0.036317343,0.104824851,0.711650599,0.084359598,0.186985007,0.605038934,0.173916012,0.187175492,1.53,4.33,6,2,2,0,0,1
