League,Home,Away,HomePredGoal,AwayPredGoal,Week,HomePredxG,AwayPredxG,HomePredReg,AwayPredReg,HomePredRF,AwayPredRF,HomeWinProbGoal,AwayWinProbGoal,DrawProbGoal,HomeWinProbxG,AwayWinProbxG,DrawProbxG,HomeWinProbReg,AwayWinProbReg,DrawProbReg,HomeWinProbRF,AwayWinProbRF,DrawProbRF,HomeOdds,DrawOdds,AwayOdds,HomeGoals,AwayGoals,HomeWin,AwayWin,Draw,HomeBetGoals,AwayBetGoals,DrawBetGoals,KCO_Goals,HomeBetxG,AwayBetxG,DrawBetxG,KCO_xG,HomeBetReg,AwayBetReg,DrawBetReg,KCO_Reg,HomeBetRF,AwayBetRF,DrawBetRF,KCO_RF
Bunde2019,Bayern Munich,NÃ¼rnberg,3.870525514,0.991501416,14,2.09104304,0.6671875,1.722410459,0.976595449,1.873766667,0.995466667,0.672651171,0.050516608,0.081399394,0.685344486,0.106575462,0.187933965,0.540525224,0.212550236,0.237908822,0.566908171,0.196643843,0.22344802,1.6,3.8,6,3,0,1,0,0,56.27760921,0,0,1.646725287,19.84943233,0,0,1.964898537,0,5.738075684,0,1.985275112,0,3.908065532,0,1.975559319
Bunde2019,Freiburg,RB Leipzig,0.863670982,1.1898017,14,1.128576968,1.43879717,1.67104742,0.781147746,1.739566667,1.1613,0.26661715,0.433559279,0.298109818,0.295101358,0.438111615,0.262037145,0.578692931,0.172800849,0.240954071,0.500287579,0.253130543,0.236432274,1.11,10,21,3,0,1,0,0,0,41.93831844,26.7288778,2.420057955,0,42.3637718,22.85016734,2.388496402,0,14.15406159,17.43796914,2.079591861,0,22.74904436,17.9561806,2.140331415
Bunde2019,Hertha BSC,Eint Frankfurt,1.357197258,1.988668555,14,1.703544009,2.380011792,1.387868822,0.255722573,1.9822,1.198066667,0.25830848,0.505512947,0.217311399,0.267308046,0.495643266,0.194768574,0.662254319,0.06646107,0.268215148,0.539789627,0.22591186,0.216904273,3.2,3.4,2.25,1,0,1,0,0,0,12.74211209,0,1.966558546,1.763698869,14.56532481,0,1.920009813,61.13344873,0,21.91974391,2.149139595,36.66925259,0,4.885731761,2.017729013
Bunde2019,Leverkusen,Augsburg,1.480578827,2.209631728,14,1.686793331,1.260318396,1.686346408,0.17947804,1.966466667,0.944766667,0.250846985,0.516351096,0.203349352,0.466441744,0.284522969,0.239418015,0.75189412,0.035120654,0.205276988,0.596476844,0.174362007,0.213341707,2.1,4,3.1,1,0,1,0,0,0,33.69570535,5.834620943,1.982892524,0,0,0,1.980765456,69.61810076,0,17.45559455,2.088180694,29.79542697,0,5.501431764,1.98465391
Bunde2019,Mainz 05,Hannover 96,1.562833206,0.699312019,14,1.454317842,0.878773585,1.328348015,1.524989586,1.564466667,1.119233333,0.575642327,0.165792004,0.253066503,0.502027083,0.227166661,0.266659779,0.329016614,0.414981524,0.248715116,0.470761302,0.271090483,0.251660463,3,3.4,2.37,1,1,0,0,1,42.96649114,0,12.28536716,2.053150725,30.00176105,0,8.768189781,2.022634602,0,0,0,1.985426508,22.969657,0,3.788734166,2.005942232
Bunde2019,M'Gladbach,Stuttgart,3.701447068,0.305949008,14,2.787033734,0.745754717,2.453995166,1.216032871,2.370333333,1.350933333,0.773785323,0.010709324,0.045386127,0.732973074,0.073086102,0.129837052,0.606479339,0.172015675,0.180946264,0.567054057,0.205620463,0.19080929,1.36,4.75,8,3,0,1,0,0,75.72728666,0,0.454652737,1.706330768,18.08936026,0,0,1.874290099,0,6.204267495,0,1.923923269,0,10.26977001,1.157011415,1.939786996
Bunde2019,Schalke 04,Dortmund,0.575780655,2.141643059,14,1.096331912,1.455925708,1.415069206,1.062894626,1.956266667,0.8037,0.08625645,0.715168244,0.176310094,0.283784524,0.449789614,0.261612958,0.447272672,0.282240586,0.266305855,0.629416837,0.145890608,0.209469911,1.61,3.8,6,1,2,0,1,0,0,70.56665895,13.96079805,2.316000984,0,36.86112717,13.1267209,2.099729651,0,15.21354233,6.01237045,2.012235124,4.758294703,0,0,1.969851967
Bunde2019,Werder Bremen,DÃ¼sseldorf,2.563594821,1.1898017,14,2.121752617,1.322228774,1.111619742,0.733922794,1.306333333,1.339033333,0.624046289,0.156309083,0.171868934,0.536257479,0.232216337,0.207784592,0.442645305,0.24063526,0.3155825,0.359505222,0.374417142,0.261220568,3,3.5,2.3,3,1,1,0,0,51.1723801,0,5.737842478,1.996233872,34.11677441,0,3.443996603,1.9947767,23.23536464,0,13.52599009,2.018361056,4.188986683,0,0,1.991034294
Bunde2019,Wolfsburg,Hoffenheim,1.357197258,3.059490085,14,1.545250097,1.764445755,1.962667299,1.282097162,2.100866667,1.5698,0.136514872,0.625411172,0.145534152,0.334632296,0.422349504,0.228455952,0.517287952,0.246409812,0.218996869,0.480155162,0.284012133,0.20993626,3.8,3.8,1.9,2,2,0,0,1,0,34.38424858,0,1.836538134,10.37120572,0,0,1.976979355,38.70923933,0,8.354837141,2.03726179,33.0940257,0,5.353787673,2.001012022
Bunde2019,Augsburg,Schalke 04,1.232642191,0.885391048,15,1.465895231,1.574134637,1.832737006,1.314227174,1.797166667,1.2964,0.44058878,0.265392518,0.291989147,0.351975871,0.397675796,0.240781013,0.485090353,0.27303833,0.228289599,0.481806965,0.274743811,0.23096702,3.6,3.4,2.1,1,1,0,0,1,26.89333375,0,10.98814055,2.029054414,10.74435065,0,0,1.987006446,31.2150577,0,4.127802891,2.01769597,30.736299,0,4.27547074,2.018492474
Bunde2019,DÃ¼sseldorf,Freiburg,1.314818337,1.48745696,15,2.009695074,1.38243716,1.48010863,0.96399081,1.765066667,0.657766667,0.332751616,0.409004189,0.251614623,0.503828991,0.260392459,0.215902058,0.487327864,0.245500654,0.26250048,0.63111542,0.133680759,0.225643497,3.1,3.8,2.1,2,0,1,0,0,1.829251324,0,0,1.986891443,30.71711072,0,5.151209313,1.995290801,29.7549203,0,10.70472103,2.023934405,53.2097358,0,14.20889879,2.088226676
Bunde2019,Dortmund,Werder Bremen,2.73920487,1.593703886,15,2.198561376,1.381901194,2.61170408,1.774787078,2.149833333,1.2567,0.558364847,0.20306268,0.173063104,0.535617581,0.233468834,0.203141169,0.510153415,0.247477184,0.183216382,0.555280071,0.215480857,0.204796225,2.2,3.3,3.4,2,1,1,0,0,26.25811784,0.057990625,0,1.885647295,17.66828138,0,0,1.952320145,19.00464276,3.515446559,0,1.888467761,21.01867316,0,0,1.962287066
Bunde2019,Eint Frankfurt,Leverkusen,2.793988967,1.239547467,15,2.144800625,1.265775043,2.304780177,2.49374034,1.858166667,1.783733333,0.633541912,0.142586557,0.157634986,0.552458183,0.217930671,0.20532466,0.343794367,0.399274878,0.18635093,0.394208633,0.366244384,0.217733816,2,3.4,3.75,2,1,1,0,0,35.69644875,0,0,1.893942603,13.24188373,0,0,1.955153111,0,22.21758159,0,1.88367793,0,14.69248371,0,1.968119145
Bunde2019,Hannover 96,Bayern Munich,0.766977364,2.23118544,15,0.750117279,2.675546512,1.281557798,3.213455712,1.460433333,2.883533333,0.113508758,0.680436838,0.179487751,0.079928593,0.726302054,0.138858817,0.114591261,0.643970547,0.132633846,0.167295862,0.5959737,0.16045837,2.9,3.3,2.37,0,4,0,1,0,0,52.01127439,5.590759651,2.015013399,0,63.87527919,5.374336064,1.994712138,0,52.5326289,0.715425488,1.854053457,0,38.61927541,0,1.887898701
Bunde2019,Hoffenheim,M'Gladbach,1.983966956,1.457100696,15,2.460851111,1.314803248,2.277222051,1.245506511,1.877833333,0.8161,0.48318344,0.27963455,0.217372178,0.586165587,0.188541367,0.183571095,0.577062006,0.197406261,0.19501097,0.612009226,0.156861302,0.218379731,1.61,4.33,5,0,0,0,0,1,0,11.20369844,2.170659858,1.969557311,0,0,0,1.916556098,0,0.452617368,0,1.938975648,0,0,0,1.974500518
Bunde2019,NÃ¼rnberg,Wolfsburg,0.739585315,1.274963109,15,0.832165754,1.446931838,1.407757836,1.242310898,1.399233333,1.003066667,0.215982122,0.489774116,0.292096007,0.215889425,0.512022298,0.268109931,0.405139454,0.329854582,0.259941372,0.457335844,0.269159573,0.269710182,2.4,3.25,3.1,0,2,0,1,0,0,30.19819183,11.25943172,2.028437795,0,32.49551798,8.879682619,2.030028697,0,1.321637635,0,1.989949688,7.270439804,0,0,1.993998687
Bunde2019,RB Leipzig,Mainz 05,1.862659311,0.265617314,15,1.823924941,0.437348949,2.554852305,1.499188995,1.852866667,1.5687,0.756762559,0.045498606,0.185636929,0.702302112,0.081202241,0.205474921,0.558669458,0.209287029,0.182016404,0.435244173,0.324122094,0.22337281,1.8,4,4,4,1,1,0,0,63.4444703,0,12.86963209,2.029903171,47.55367467,0,10.21977508,2.005913477,7.320226381,0,0,1.900835084,0,10.83705668,0.585198772,1.972317292
Bunde2019,Stuttgart,Hertha BSC,0.451968804,1.947860305,15,1.432118843,1.389226074,0.503356965,0.452630946,0.826666667,0.696433333,0.076145735,0.719080479,0.190011219,0.38031353,0.361413973,0.251628756,0.278736641,0.24410433,0.477136209,0.356302621,0.280563519,0.362826877,2.4,3.5,2.75,2,1,1,0,0,0,64.97058187,12.98839557,2.105602724,0,2.27E-06,0,1.986712518,0,0,26.80058711,2.035381295,0,0,10.81136103,2.005437876
Bunde2019,Bayern Munich,RB Leipzig,1.642897889,1.066666667,16,1.629062756,0.920761704,1.931032845,1.299667196,1.938933333,1.1286,0.501218352,0.245687283,0.245440323,0.533618883,0.212214775,0.247212811,0.507469821,0.254795808,0.221336848,0.54778413,0.217030913,0.219639347,2.62,3.5,2.62,1,0,1,0,0,22.09645263,0,3.46548455,1.9987963,29.21242966,0,6.537106551,2.009806384,21.86657235,0,0.250266372,1.983016405,30.34495604,0,3.373058763,1.996233545
Bunde2019,DÃ¼sseldorf,Dortmund,0.51340559,2.24,16,1.05054716,1.559792028,1.66636639,0.885852672,1.844766667,1.009566667,0.069744968,0.74243821,0.160938892,0.254800532,0.485801794,0.253275473,0.550800414,0.198593533,0.242996387,0.557817941,0.203546304,0.226428666,1.08,11,26,2,1,1,0,0,0,75.97731395,15.7900171,2.875720988,0,47.74687613,22.80660801,2.502218173,0,17.55972372,18.69053838,2.123894864,0,18.11146362,17.02610147,2.110038501
Bunde2019,Freiburg,Hannover 96,2.15630348,1.05,16,1.949257426,0.84986625,1.863375792,0.436490985,2.330766667,0.892533333,0.60317833,0.173985839,0.199201987,0.616670658,0.156295302,0.211982514,0.709427614,0.078454592,0.199988939,0.663640809,0.127266823,0.177113808,2.87,3.3,2.5,1,1,0,0,1,43.96338369,0,4.909422012,2.017837323,46.74585998,0,7.72570079,2.041943686,63.87440845,0,13.3395849,2.113138182,55.41334157,0,6.866020281,2.038410644
Bunde2019,Hertha BSC,Augsburg,1.601825442,1.2,16,1.597394476,1.802170145,1.412819581,0.141045755,1.757766667,0.7963,0.46094876,0.284520934,0.246966633,0.338918691,0.41947101,0.225243766,0.70570101,0.035246708,0.255707088,0.593307027,0.166022536,0.231172769,3.4,3.75,2.04,2,2,0,0,1,27.24823265,0,7.478749129,2.01620891,7.145703851,0,0,1.969806067,68.43869515,0,23.5094955,2.219721323,48.67542867,0,13.16235358,2.081438667
Bunde2019,Mainz 05,Eint Frankfurt,0.718767827,1.061666667,16,1.154142783,1.647988094,1.239424238,0.967957822,1.5302,1.160133333,0.244387317,0.430783524,0.323917496,0.265892916,0.481892621,0.24405816,0.422631926,0.287895613,0.287209036,0.453239449,0.287017831,0.253584764,1.5,4.5,6,2,2,0,0,1,0,36.44647043,23.52638616,2.131963804,0,41.27426893,14.85817122,2.123253897,0,17.30240139,13.38275722,2.029107805,0,16.44197329,8.932048084,2.013816051
Bunde2019,M'Gladbach,NÃ¼rnberg,6.160867085,0.228571429,16,2.454611777,0.751955391,2.437751198,0.928864799,2.341333333,1.331666667,0.414381379,7.99E-04,0.005018679,0.708908875,0.094226358,0.157679894,0.667647588,0.124254987,0.169716045,0.567281475,0.205640639,0.192396353,5.5,4,1.6,2,0,1,0,0,98.55464733,0,1.110692948,1.136075073,70.64373608,0,12.09602031,2.252154042,65.29469926,0,11.96356032,2.206163792,51.94931082,0,10.55732502,2.113114114
Bunde2019,Schalke 04,Leverkusen,1.437535653,1.613333333,16,1.958520063,1.595056891,1.421151358,1.657439787,1.2772,1.672433333,0.338210743,0.412216584,0.239680222,0.449906198,0.311687498,0.217429977,0.32648218,0.425314234,0.23766982,0.29084729,0.459552607,0.240151416,1.44,4.5,7,1,2,0,1,0,0,33.94772869,12.25185069,2.089562526,0,21.49678775,6.124756056,2.003302714,0,35.56011996,12.47148666,2.097629446,0,39.78714383,13.96745265,2.127858458
Bunde2019,Werder Bremen,Hoffenheim,1.868796349,3.4,16,1.587493486,2.153191169,1.304331749,1.367090548,1.762766667,1.483,0.17181614,0.543215744,0.144819811,0.279436795,0.485179566,0.206945379,0.353395321,0.38186505,0.259626185,0.434754682,0.321555095,0.230068788,1.53,4,7,1,1,0,0,1,0,58.47380613,8.614476016,1.962660023,0,43.17064297,9.457272228,2.101768168,0,30.02485171,11.46969606,2.076249114,0,22.22878601,5.175719512,2.020572302
Bunde2019,Wolfsburg,Stuttgart,1.778950371,0.98,16,1.264851485,0.969020797,1.811939282,0.001800014,1.501666667,0.668833333,0.551642265,0.205617931,0.232369463,0.429462916,0.283540275,0.284544131,0.825438136,2.94E-04,0.16357553,0.569123281,0.165386811,0.260940333,3.5,3.5,2.1,2,0,1,0,0,41.89076343,0,9.628916883,2.054917783,24.10272649,0,9.575220691,2.020794084,83.41613302,0,16.51451981,2.323006443,46.09634184,0,15.13715768,2.084526455
Bunde2019,Augsburg,Wolfsburg,0.783246495,1.87012987,17,1.254422359,1.610646076,1.930569464,1.26176835,1.910333333,1.2858,0.150565294,0.618888703,0.218063754,0.296035415,0.450788665,0.245086809,0.515826962,0.246774169,0.221314492,0.506611308,0.254922853,0.222840408,2.7,3.3,2.6,2,3,0,1,0,0,43.89705287,7.290295558,2.02939676,0,11.35054575,0,1.988178453,24.44119373,0,0,1.988701304,22.91547627,0,0,1.987129964
Bunde2019,Dortmund,M'Gladbach,3.189170566,1.419984974,17,2.263872677,0.926709573,2.695002046,1.172768676,2.161033333,0.718733333,0.618171906,0.134162813,0.140417078,0.647242584,0.139488609,0.184805813,0.639607858,0.141200918,0.161598329,0.68262957,0.110500572,0.183667268,1.28,5.5,11,2,1,1,0,0,0,6.530807396,0,1.79253998,0,6.029982984,2.36691451,1.949731117,0,6.499324337,0.180004605,1.892140384,0,2.576970704,1.331890889,1.954945952
Bunde2019,Eint Frankfurt,Bayern Munich,1.578360362,1.947407964,17,1.058208288,1.998086713,2.196538341,2.838299471,2.027966667,2.172733333,0.31016851,0.451252348,0.218255876,0.194406334,0.575021343,0.213296236,0.278537671,0.454479054,0.175432183,0.354896331,0.403400917,0.200889733,1.8,4,4.1,0,3,0,1,0,0,30.80300815,6.638738618,2.009840983,0,48.97932475,11.93256736,2.0915738,0,35.25173677,4.165483128,1.878398638,0,24.22535897,2.666789004,1.950101466
Bunde2019,Hannover 96,DÃ¼sseldorf,1.661431959,1.205538263,17,1.677883003,1.582971745,1.028970084,1.698865032,0.8138,1.696133333,0.473153076,0.275900459,0.242225839,0.396834234,0.358427866,0.231504345,0.228267849,0.522693975,0.240380456,0.177513121,0.575724024,0.238646388,2.7,3.4,2.6,0,1,0,1,0,17.00700026,0,0.036702017,1.992797558,5.048342614,0,0,1.974451143,0,25.15834577,3.167618286,2.001119551,0,36.61758025,7.675628402,2.020742695
Bunde2019,Hoffenheim,Mainz 05,1.619896161,0.649135988,17,2.49873699,0.936914483,2.125912067,1.782922891,2.2373,1.307066667,0.602446587,0.14678673,0.244308517,0.672130993,0.12048679,0.165039464,0.441760432,0.320161047,0.20680403,0.557747118,0.21401583,0.199280384,1.8,3.8,4.33,1,1,0,0,1,15.36082349,0,3.143397274,1.989737098,32.91606603,0,0,1.934041784,0,12.94453047,0,1.948239768,4.235410135,0,0,1.942390187
Bunde2019,Leverkusen,Hertha BSC,1.349913467,1.933884298,17,2.150242002,1.056605965,1.673867772,2.566249856,1.798733333,1.704166667,0.265033088,0.49695315,0.221075724,0.600711794,0.175965751,0.199935555,0.237028685,0.524838764,0.184437053,0.397873774,0.36136551,0.22240944,4.2,4,1.8,3,1,1,0,0,4.134944355,0,0,1.967258947,53.12936853,0,11.67305006,2.10368885,2.559286267,2.989047343,0,1.892872394,23.40920111,0,4.678676784,1.993968156
Bunde2019,NÃ¼rnberg,Freiburg,1.308377668,0.946656649,17,1.44539046,1.123301104,1.184558279,1.173391057,0.970966667,1.482333333,0.446774567,0.269512056,0.280965051,0.440961207,0.292570733,0.261662955,0.361561455,0.356168205,0.279525198,0.246956807,0.486176534,0.26214697,1.9,3.75,3.75,0,1,0,1,0,0,1.425147079,2.573602919,1.994858653,0,4.078843504,0.973202573,1.991248091,0,14.9966334,7.311841867,2.006112773,0,34.66942357,12.16025387,2.049211134
Bunde2019,RB Leipzig,Werder Bremen,2.180629447,0.595041322,17,2.366745419,0.762427825,2.427869398,1.293005318,1.899966667,1.2804,0.715466787,0.087011605,0.173486074,0.697649886,0.102177255,0.166328427,0.58680516,0.188449511,0.185278779,0.505821727,0.255315035,0.223602565,2.6,3.3,2.75,3,2,1,0,0,62.33088273,0,9.126273302,2.064784609,59.18667243,0,6.955375996,2.034260102,36.93327678,0,0.255256384,1.964581328,20.96984116,0,0,1.984086136
Bunde2019,Stuttgart,Schalke 04,0.519197487,0.973703982,17,0.857324564,1.406547883,0.757061204,1.877254721,1.056166667,1.704566667,0.191241655,0.454706915,0.353516261,0.22876385,0.495152231,0.272544617,0.144157725,0.626912944,0.216263612,0.23386285,0.51741811,0.239840101,7,5.25,1.4,1,3,0,1,0,9.385468905,0,22.3719726,2.042770104,12.30954727,0,13.1538104,2.019682935,0.994508653,0,3.762069893,1.975887483,12.40893828,0,9.283044789,2.003194282
Bunde2019,Augsburg,DÃ¼sseldorf,2.3855913,1.137249284,18,2.245645619,1.302171978,1.853476908,1.063592358,1.888433333,0.853233333,0.615380217,0.165349784,0.183352371,0.560057395,0.212023521,0.198585761,0.546617097,0.214419812,0.226320139,0.604676956,0.163738108,0.2184633,1.08,11,34,1,2,0,1,0,0,15.01685282,12.42185237,2.027841421,0,19.91396259,14.49596366,2.093336691,0,19.86554571,17.20054881,2.141854826,0,14.54292179,15.8047735,2.086248248
Bunde2019,Eint Frankfurt,Freiburg,2.440643407,1.021203438,18,2.481146766,0.981796333,2.072381661,1.535136304,1.739133333,1.6947,0.647474414,0.139628989,0.174086723,0.66050253,0.129356562,0.168849084,0.482471555,0.28162394,0.211707943,0.387806408,0.37041446,0.225085797,4,4,1.83,3,1,1,0,0,60.098402,0,10.84824355,2.101778045,62.14884954,0,10.86574651,2.108927867,35.01278718,0,7.265209997,2.014253174,20.60383461,0,4.055438156,1.989226822
Bunde2019,Hannover 96,Werder Bremen,0.834956955,2.112034384,18,1.195004276,1.920931992,0.952477807,3.114236771,0.8207,2.551266667,0.136713703,0.647276052,0.194828934,0.233822399,0.529100533,0.221751909,0.080642201,0.702428656,0.120641037,0.098155478,0.702311994,0.153797214,2.45,3.3,2.9,0,1,0,1,0,0,52.45123779,7.885296662,2.050209108,0,30.48062004,2.085945226,2.002678219,0,68.98896924,5.670575878,1.964331725,0,63.5248657,7.265392004,2.04513851
Bunde2019,Hoffenheim,Bayern Munich,0.811961939,1.732951289,18,1.269760115,2.460720432,2.004694343,2.496892281,2.192833333,2.071733333,0.1725898,0.584086536,0.234391191,0.180674241,0.595743402,0.182225814,0.299809884,0.453111743,0.189230685,0.398647512,0.358607546,0.19935485,1.66,4,5,1,3,0,1,0,0,52.60253105,15.73467795,2.164423133,0,55.29101115,10.44196024,2.104895973,0,36.52169101,5.620479661,1.9677285,0,22.33353271,1.897475242,1.947268484
Bunde2019,Leverkusen,M'Gladbach,1.5903942,1.877363897,18,1.978306854,0.972903685,1.804882433,1.493940123,1.8437,1.1572,0.324388885,0.435595184,0.221683585,0.591798412,0.178898783,0.213002048,0.441062961,0.316629504,0.227476764,0.52273958,0.236628099,0.227836025,1.9,3.6,4,0,1,0,1,0,0,26.87824774,3.144333358,2.001645783,15.89438995,0,0,1.972300127,0,9.519474087,0,1.975838275,2.60E-05,0,0,1.974407409
Bunde2019,NÃ¼rnberg,Hertha BSC,1.043951065,1.210315186,18,1.341122463,1.056222183,1.112416598,2.335130298,0.959666667,2.0953,0.314960788,0.396921217,0.285812195,0.429645772,0.293684654,0.273286514,0.166202324,0.614456173,0.186445684,0.162916478,0.614756303,0.201602964,1.44,4.33,7,1,3,0,1,0,0,32.58189229,17.00438281,2.104999222,0,19.63316813,11.5218972,2.03630683,0,59.61499655,12.94051481,2.224493226,0,58.98130445,14.45126295,2.249928908
Bunde2019,RB Leipzig,Dortmund,1.370185773,0.928366762,18,1.516539898,0.908171622,2.297384095,1.63601765,2.049933333,1.036333333,0.467832698,0.253923492,0.274956879,0.510146424,0.225426555,0.259374497,0.497521578,0.26716808,0.198974628,0.58915591,0.183563547,0.208145867,3.3,3.4,2.2,0,1,0,1,0,27.77412178,0,8.986564141,2.02414526,34.23069969,0,9.527411192,2.036483879,30.77368549,0,0.406600613,1.968524986,45.98767254,0,7.557432135,2.046161173
Bunde2019,Schalke 04,Wolfsburg,0.807430902,2.112034384,18,1.099126873,1.460557237,1.327736037,1.483115274,1.345466667,1.6158,0.131405906,0.653951139,0.193498559,0.283695839,0.450294177,0.26112559,0.336703023,0.40523609,0.25137523,0.316559983,0.432124934,0.242368543,1.72,4,4.5,2,1,1,0,0,0,61.15533177,13.40893583,2.1724643,0,33.24671808,12.73654563,2.058910361,0,26.52399954,9.250280337,2.030130047,0,30.15341593,9.325331823,2.037244087
Bunde2019,Stuttgart,Mainz 05,0.71567739,1.218481375,18,1.254973221,1.147151504,0.84112184,0.977719321,1.147566667,1.270133333,0.217631395,0.479759853,0.300888377,0.386269394,0.334689521,0.275971958,0.299777494,0.373772324,0.325680916,0.331799038,0.390239079,0.274776038,3,3.6,2.3,2,3,0,1,0,0,15.08314242,9.072848058,2.001964202,9.969864973,0,3.702163877,1.997320397,0,0,6.66745848,2.000888972,0,0,0,1.99362831
Bunde2019,Bayern Munich,Stuttgart,2.477973568,0.611690077,19,2.036643697,0.479062192,1.873386432,0.73572327,1.581966667,0.671266667,0.742306516,0.071586546,0.145499663,0.725257789,0.075714487,0.181094073,0.631669524,0.139962129,0.21583653,0.58772274,0.156499728,0.249978013,2.5,3.25,2.9,4,1,1,0,0,67.16233046,0,7.310774858,2.04432008,63.29966926,0,10.32465211,2.073172185,44.5728005,0,6.937731966,2.027685683,37.57443458,0,8.573868883,2.02411389
Bunde2019,DÃ¼sseldorf,RB Leipzig,1.09030837,0.92772995,19,1.323875152,1.464498289,1.647570421,2.727829102,1.6216,2.4123,0.388724151,0.304515484,0.305432857,0.339296454,0.40160463,0.25269462,0.212826159,0.546744291,0.174920655,0.24853865,0.516389718,0.192457764,2.75,3.3,2.6,0,4,0,1,0,5.660041024,0,2.86383013,1.99827352,0,3.181394915,0,1.987538695,0,32.57414983,0,1.902217409,0,25.14837051,0,1.935134442
Bunde2019,Dortmund,Hannover 96,4.471365639,0.996828274,19,2.546682881,0.837043633,2.452576479,0.778772537,2.134066667,1.007466667,0.616296085,0.033344603,0.057759593,0.698370227,0.100982649,0.155210796,0.702707139,0.098596941,0.159614456,0.609622791,0.168125103,0.199745725,1.36,5.25,8,5,1,1,0,0,51.34674885,0,0,1.431693204,0,0,0,1.909127344,0,0,0,1.921837072,0,5.811053755,3.080486318,1.959733703
Bunde2019,Freiburg,Hoffenheim,1.503303965,2.018577254,19,1.786137009,1.623939635,1.880543078,2.874965659,2.180733333,2.66562381,0.283621573,0.479692418,0.21501741,0.410998154,0.347282795,0.225288816,0.230146398,0.515000335,0.171291607,0.300755621,0.440556696,0.181970411,2.4,3.5,2.87,2,4,0,1,0,0,21.77590886,0,1.974644801,1.22E-05,5.70E-05,0,1.967139533,0,32.7711742,0,1.870557855,0,19.75715892,0,1.860577461
Bunde2019,Hertha BSC,Schalke 04,1.272026432,1.009288627,19,1.421645724,1.665592633,1.507505215,1.67983168,1.694466667,1.751766667,0.421966387,0.29351074,0.281896975,0.325134561,0.42698372,0.237179458,0.341680588,0.412346642,0.233872474,0.368023323,0.3903961,0.224596793,11,7,1.22,2,2,0,0,1,38.81619886,0,22.7772916,2.238095541,27.74447453,0,15.92769517,2.106954577,29.63439253,0,15.89172414,2.11659811,32.72632804,0,15.44339682,2.126638058
Bunde2019,Mainz 05,NÃ¼rnberg,2.230176211,0.458767558,19,1.608431293,0.888316071,1.332748809,0.736830801,1.471766667,1.0324,0.754628572,0.061572804,0.157416667,0.537021873,0.207119768,0.249349237,0.50666018,0.206527825,0.284173709,0.468740101,0.264593998,0.261898321,1.9,4,3.6,2,1,1,0,0,62.62796492,0,9.10009994,2.010511321,5.000609595,0,1.797914934,1.987293068,2.076912636,0,5.349045975,1.99614775,0,0,1.753724622,1.990661977
Bunde2019,M'Gladbach,Augsburg,2.849669604,0.367014046,19,2.301418727,0.988494165,2.396971177,0.892954303,2.2255,0.742633333,0.808025537,0.02810806,0.094337436,0.637994224,0.147116674,0.184294158,0.671248231,0.121651015,0.171292342,0.685501734,0.109631784,0.178602929,3.6,3.5,2.04,2,0,1,0,0,84.91811127,0,8.161398656,2.185885959,56.15529081,0,9.077373113,2.077702936,61.5887843,0,9.507072526,2.095304035,63.23438031,0,10.97257402,2.125429892
Bunde2019,Werder Bremen,Eint Frankfurt,1.321585903,2.174898052,19,1.317875963,1.890050148,1.272147087,1.632256756,1.6676,0.86637619,0.224934623,0.544980914,0.203989327,0.264902393,0.495598513,0.224230091,0.296507477,0.451748506,0.243123297,0.55600462,0.193734563,0.242660812,1.4,4.75,7.5,2,2,0,0,1,0,51.26499439,13.53497603,2.184842413,0,44.86182893,14.13934711,2.160421463,0,39.49000372,14.92740127,2.138810606,0,8.136817028,6.475574885,1.994508651
Bunde2019,Wolfsburg,Leverkusen,1.431718062,1.649297689,19,1.387920551,1.417725079,1.722144283,4.103913042,1.6404,2.462866667,0.330335705,0.421334179,0.237832233,0.363946347,0.377119551,0.252473283,0.10216498,0.554051036,0.105944881,0.244981299,0.519122618,0.18979409,2.7,3.4,2.62,0,3,0,1,0,0,7.136265653,0,1.980753632,0,0,0,1.987078362,0,56.91366299,1.739867333,1.605677386,0,26.28611798,0,1.930190563
Bunde2019,Augsburg,Mainz 05,1.532846715,1.410934744,20,1.923941538,1.159235669,1.852998273,0,1.980133333,0.5512,0.399527578,0.347098277,0.24512903,0.537876641,0.225681785,0.221225012,0.831410036,0,0.156766432,0.697994218,0.092973905,0.193150652,1.36,5.25,8,3,0,1,0,0,0,27.64199249,13.50703189,2.074457225,0,12.94309282,7.26609654,1.992091058,80.86473067,0,19.12470553,2.011005374,0,0,0.715414475,1.968283679
Bunde2019,Eint Frankfurt,Dortmund,1.124087591,1.693121693,20,1.51089884,1.228230043,1.897358184,1.349021899,1.353166667,0.830566667,0.251622974,0.498882012,0.240571598,0.433356972,0.307257048,0.253097339,0.490180211,0.270462755,0.223580668,0.487797558,0.229739539,0.279524598,7,4.5,1.44,1,1,0,0,1,14.06298008,0,6.655710187,2.003917927,36.6527938,0,14.64786107,2.11644615,43.62082455,0,13.09848816,2.138068417,43.73914025,0,19.97025078,2.181981898
