Wk,Home,Away,HomeGoals,AwayGoals,HomexG,AwayxG
25,Torino,Atalanta,2,0,1.4,0.7
25,Frosinone,Roma,2,3,1.6,1.9
25,Sampdoria,Cagliari,1,0,2.7,0.6
25,Bologna,Juventus,0,1,0.9,0.4
25,Sassuolo,SPAL,1,1,0.4,1.1
25,Chievo,Genoa,0,0,0.5,0.5
25,Parma,Napoli,0,4,0.5,1.5
25,Fiorentina,Inter,3,3,1.8,1.6
26,Cagliari,Inter,2,1,1.9,1.7
26,Empoli,Parma,3,3,2.8,2
26,Milan,Sassuolo,1,0,1.2,0.7
26,Lazio,Roma,3,0,2,0.9
26,Torino,Chievo,3,0,0.9,1
26,SPAL,Sampdoria,1,2,0.9,0.7
26,Udinese,Bologna,2,1,1.5,1.7
26,Genoa,Frosinone,0,0,0.8,0.5
26,Atalanta,Fiorentina,3,1,2.2,0.5
26,Napoli,Juventus,1,2,2.4,0.4
27,Juventus,Udinese,4,1,2.1,0.1
27,Parma,Genoa,1,0,0.8,0.8
27,Chievo,Milan,1,2,0.3,1.3
27,Bologna,Cagliari,2,0,2.7,0.6
27,Sampdoria,Atalanta,1,2,2.2,1.8
27,Frosinone,Torino,1,2,0.7,1.3
27,Inter,SPAL,2,0,1,0.3
27,Sassuolo,Napoli,1,1,1,0.5
27,Fiorentina,Lazio,1,1,0.5,0.9
27,Roma,Empoli,2,1,0.8,0.4
28,Cagliari,Fiorentina,2,1,1,0.5
28,Sassuolo,Sampdoria,3,5,1.7,1.8
28,SPAL,Roma,2,1,1,1.7
28,Torino,Bologna,2,3,1.4,2.6
28,Genoa,Juventus,2,0,1.4,0.4
28,Atalanta,Chievo,1,1,2,0.8
28,Lazio,Parma,4,1,1.8,0.3
28,Empoli,Frosinone,2,1,2.1,1.5
28,Napoli,Udinese,4,2,1.3,1
28,Milan,Inter,2,3,1.2,2.5
29,Chievo,Cagliari,0,3,1,1.1
29,Udinese,Genoa,2,0,1.7,1.6
29,Juventus,Empoli,1,0,1.4,0.4
29,Sampdoria,Milan,1,0,1.7,0.7
29,Parma,Atalanta,1,3,0.8,3.1
29,Frosinone,SPAL,0,1,0.9,0.4
29,Fiorentina,Torino,1,1,2.6,0.6
29,Roma,Napoli,1,4,1.7,2.7
29,Bologna,Sassuolo,2,1,1.9,0.6
29,Inter,Lazio,0,1,0.9,1.2
30,Milan,Udinese,1,1,2,1
30,Cagliari,Juventus,0,2,0.6,2.4
30,Empoli,Napoli,2,1,1.5,0.7
30,SPAL,Lazio,1,0,1.3,0.6
30,Genoa,Inter,0,4,0.3,2.4
30,Torino,Sampdoria,2,1,1.1,0.3
30,Roma,Fiorentina,2,2,1.4,0.8
30,Frosinone,Parma,3,2,1.8,1.9
30,Sassuolo,Chievo,4,0,1.4,1.5
30,Atalanta,Bologna,4,1,1.3,1.1
31,Parma,Torino,0,0,0.6,0.9
31,Juventus,Milan,2,1,2,1.2
31,Sampdoria,Roma,0,1,1.1,1.4
31,Fiorentina,Frosinone,0,1,1.5,0.7
31,Cagliari,SPAL,2,1,2.2,1
31,Udinese,Empoli,3,2,2.4,1.5
31,Lazio,Sassuolo,2,2,3.2,1
31,Inter,Atalanta,0,0,1.3,1.2
31,Napoli,Genoa,1,1,1.7,0.6
31,Bologna,Chievo,3,0,2.4,0.5
32,SPAL,Juventus,2,1,1,0.5
32,Roma,Udinese,1,0,1.7,0.5
32,Milan,Lazio,1,0,1.6,1.2
32,Torino,Cagliari,1,1,1.3,0.8
32,Sampdoria,Genoa,2,0,2.6,1
32,Fiorentina,Bologna,0,0,0.7,0.1
32,Sassuolo,Parma,0,0,1.5,0.8
32,Chievo,Napoli,1,3,0.2,1.7
32,Frosinone,Inter,1,3,0.8,2.9
32,Atalanta,Empoli,0,0,4.4,0.4
25,Lazio,Udinese,2,0,1.5,1.4
33,Parma,Milan,1,1,0.8,0.7
33,Lazio,Chievo,1,2,1.6,0.9
33,Cagliari,Frosinone,1,0,1.5,1
33,Empoli,SPAL,2,4,1.6,1.5
33,Genoa,Torino,0,1,1,1.1
33,Bologna,Sampdoria,3,0,0.8,0.6
33,Udinese,Sassuolo,1,1,0.7,0.7
33,Juventus,Fiorentina,2,1,1.3,1.7
33,Inter,Roma,1,1,1.8,0.8
33,Napoli,Atalanta,1,2,1.8,0.9
34,Bologna,Empoli,3,1,2.2,0.5
34,Roma,Cagliari,3,0,2.5,0.5
34,Inter,Juventus,1,1,1.2,0.4
34,Frosinone,Napoli,0,2,1.3,1.7
34,Chievo,Parma,1,1,0.8,0.4
34,SPAL,Genoa,1,1,1,1
34,Sampdoria,Lazio,1,2,1.2,1.3
34,Torino,Milan,2,0,1.3,0.6
34,Atalanta,Udinese,2,0,2.1,0.2
34,Fiorentina,Sassuolo,0,1,1.1,1.4
35,Juventus,Torino,1,1,1.2,0.5
35,Chievo,SPAL,0,4,0.3,1.8
35,Udinese,Inter,0,0,0.4,1.6
35,Empoli,Fiorentina,1,0,1,2.2
35,Sassuolo,Frosinone,2,2,2,0.9
35,Parma,Sampdoria,3,3,2.3,2.3
35,Lazio,Atalanta,1,3,0.6,1.4
35,Genoa,Roma,1,1,1.9,0.9
35,Napoli,Cagliari,2,1,1.9,0.5
35,Milan,Bologna,2,1,1,1.1
36,Atalanta,Genoa,2,1,1.3,1.7
36,Cagliari,Lazio,1,2,1,0.7
36,Fiorentina,Milan,0,1,0.7,0.6
36,Torino,Sassuolo,3,2,3.4,0.7
36,Frosinone,Udinese,1,3,2.1,2
36,Sampdoria,Empoli,1,2,1.9,2.1
36,SPAL,Napoli,1,2,1.8,1.2
36,Roma,Juventus,2,0,1.8,0.6
36,Bologna,Parma,4,1,1.6,0.6
36,Inter,Chievo,2,0,1.7,0.1
37,Udinese,SPAL,3,2,1,1
37,Genoa,Cagliari,1,1,2,0.6
37,Sassuolo,Roma,0,0,1.1,2
37,Chievo,Sampdoria,0,0,0.7,0.8
37,Parma,Fiorentina,1,0,0.5,1.2
37,Empoli,Torino,4,1,2,1.7
37,Milan,Frosinone,2,0,1.5,1.4
37,Napoli,Inter,4,1,1.5,2.4
37,Juventus,Atalanta,1,1,1,1.6
37,Lazio,Bologna,3,3,1.7,2.4
38,Frosinone,Chievo,0,0,0.8,0
38,Bologna,Napoli,3,2,1.3,1.8
38,Torino,Lazio,3,1,2.2,1.1
38,Sampdoria,Juventus,2,0,0.6,0.4
38,Cagliari,Udinese,1,2,1.8,0.9
38,Inter,Empoli,2,1,2.8,2.1
38,Roma,Parma,2,1,2.2,1.2
38,SPAL,Milan,2,3,0.7,1.7
38,Fiorentina,Genoa,0,0,0.3,0.1
38,Atalanta,Sassuolo,3,1,2.2,0.4
