HomeTeam,AwayTeam,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Werder Bremen,Wolfsburg,2,0,H,15,10,5,4,12,13,7,5,1,2,0,0,1.95,3.5,4
Bayern Munich,M'Gladbach,0,3,A,14,7,3,3,7,4,1,3,2,2,0,0,1.2,7,13
Dortmund,Augsburg,4,3,H,20,12,8,6,5,29,9,6,1,7,0,0,1.44,4.75,7
Düsseldorf,Schalke 04,0,2,A,9,15,3,5,17,15,4,6,3,1,0,0,3.6,3.4,2.1
Hannover 96,Stuttgart,3,1,H,15,11,6,5,16,11,5,7,1,2,0,0,2.5,3.3,2.87
Mainz 05,Hertha BSC,0,0,D,23,11,3,1,12,9,5,6,0,2,0,0,2.7,3.2,2.7
Freiburg,Leverkusen,0,0,D,7,14,1,0,11,12,3,4,3,1,0,0,3.4,3.4,2.14
Hoffenheim,Eint Frankfurt,1,2,A,20,6,4,4,15,16,6,0,2,4,0,1,1.72,3.8,4.75
RB Leipzig,Nürnberg,6,0,H,18,3,8,0,11,12,6,1,0,1,0,1,1.44,4.75,7
Eint Frankfurt,Düsseldorf,7,1,H,21,10,13,5,13,12,5,1,0,2,0,0,1.61,3.8,5.75
Augsburg,RB Leipzig,0,0,D,6,15,0,3,20,24,2,2,2,5,0,0,3,3.5,2.3
Leverkusen,Hannover 96,2,2,D,19,9,7,7,14,18,9,5,1,5,0,1,1.5,4.33,6.5
Nürnberg,Hoffenheim,1,3,A,7,20,2,12,8,9,1,7,4,2,0,0,3.75,3.8,1.9
Schalke 04,Werder Bremen,0,2,A,14,8,4,3,13,9,3,1,1,4,0,0,2.04,3.4,3.75
Stuttgart,Dortmund,0,4,A,13,12,5,4,7,5,10,2,0,0,0,0,4.2,3.75,1.83
Wolfsburg,Bayern Munich,1,3,A,8,13,1,11,9,12,2,9,2,4,0,1,8.5,5,1.36
Hertha BSC,Freiburg,1,1,D,13,8,5,3,12,14,8,3,2,0,0,0,1.85,3.6,4.33
M'Gladbach,Mainz 05,4,0,H,16,13,8,4,4,10,4,6,0,2,0,0,1.61,4.33,5
Freiburg,M'Gladbach,3,1,H,13,11,7,2,9,12,3,10,1,1,0,0,3.5,3.6,2
Dortmund,Hertha BSC,2,2,D,19,10,5,4,7,15,8,2,2,3,0,0,1.4,4.75,8
Düsseldorf,Wolfsburg,0,3,A,8,18,1,6,12,11,4,9,3,6,0,0,3,3.4,2.37
Hannover 96,Augsburg,1,2,A,17,9,4,4,15,16,5,4,2,3,0,0,2.6,3.3,2.75
Hoffenheim,Stuttgart,4,0,H,22,6,10,0,11,9,6,3,1,1,0,1,1.57,4.33,5.5
Mainz 05,Bayern Munich,1,2,A,6,21,1,5,13,6,2,7,3,1,0,0,11,6.5,1.25
Nürnberg,Eint Frankfurt,1,1,D,10,10,3,2,11,13,8,6,2,3,0,0,3.3,3.5,2.14
RB Leipzig,Schalke 04,0,0,D,15,6,2,0,11,13,7,4,3,2,0,0,1.75,3.6,4.75
Werder Bremen,Leverkusen,2,6,A,14,17,6,10,9,8,6,6,2,2,0,0,2.3,3.4,3.1
Stuttgart,Eint Frankfurt,0,3,A,10,15,0,7,4,10,1,3,1,2,0,0,3,3.5,2.3
Augsburg,Nürnberg,2,2,D,17,13,4,5,16,11,6,6,3,3,0,0,1.6,3.8,6
Bayern Munich,Freiburg,1,1,D,24,10,6,1,9,8,14,2,1,1,0,0,1.11,10,21
Hertha BSC,RB Leipzig,0,3,A,12,25,5,11,6,11,3,7,2,1,0,0,3.2,3.4,2.25
Leverkusen,Hoffenheim,1,4,A,21,10,9,4,6,17,6,7,0,2,0,0,2.1,4,3.1
Schalke 04,Hannover 96,3,1,H,16,20,6,6,10,10,7,7,2,3,0,0,1.61,3.8,6
Wolfsburg,Dortmund,0,1,A,13,12,3,1,6,9,6,14,0,2,0,0,3.8,3.8,1.9
Mainz 05,Werder Bremen,2,1,H,13,14,6,4,7,8,3,6,0,2,0,0,3,3.4,2.37
M'Gladbach,Düsseldorf,3,0,H,21,13,7,6,15,8,10,4,1,2,0,0,1.36,4.75,8
Hannover 96,Wolfsburg,2,1,H,10,19,4,9,14,8,3,5,4,2,0,0,2.9,3.3,2.37
Dortmund,Bayern Munich,3,2,H,11,9,5,3,4,8,0,6,3,3,0,0,3.1,3.8,2.1
Düsseldorf,Hertha BSC,4,1,H,20,11,9,5,15,15,2,6,1,3,0,1,3.6,3.4,2.1
Freiburg,Mainz 05,1,3,A,15,12,4,9,19,10,3,4,1,2,0,0,2,3.4,3.75
Hoffenheim,Augsburg,2,1,H,18,22,7,7,14,6,6,6,1,1,0,0,1.61,4.33,5
Nürnberg,Stuttgart,0,2,A,10,13,3,4,14,10,3,9,1,0,0,0,2.4,3.25,3.1
Werder Bremen,M'Gladbach,1,3,A,20,16,5,6,7,2,9,5,0,0,0,0,2.4,3.5,2.75
Eint Frankfurt,Schalke 04,3,0,H,14,5,4,1,7,13,10,4,0,2,0,0,2.2,3.3,3.4
RB Leipzig,Leverkusen,3,0,H,14,7,7,2,12,12,4,3,0,1,0,0,1.8,4,4
Leverkusen,Stuttgart,2,0,H,17,10,4,2,13,8,6,9,3,3,0,0,1.5,4.5,6
Augsburg,Eint Frankfurt,1,3,A,25,15,10,7,3,12,8,5,1,2,0,0,2.62,3.5,2.62
Bayern Munich,Düsseldorf,3,3,D,17,9,5,5,4,7,9,2,0,1,0,0,1.08,11,26
Hertha BSC,Hoffenheim,3,3,D,23,13,8,6,9,13,8,5,1,2,0,0,3.4,3.75,2.04
Mainz 05,Dortmund,1,2,A,15,11,7,7,9,11,6,5,2,1,0,0,5.5,4,1.6
Schalke 04,Nürnberg,5,2,H,20,12,10,6,7,12,7,2,1,2,0,1,1.53,4,7
Wolfsburg,RB Leipzig,1,0,H,5,10,3,4,10,13,2,9,1,2,0,0,3.5,3.5,2.1
Freiburg,Werder Bremen,1,1,D,23,19,9,8,6,10,6,3,0,2,0,0,2.87,3.3,2.5
M'Gladbach,Hannover 96,4,1,H,20,5,6,3,8,10,5,5,1,1,0,0,1.44,4.5,7
Düsseldorf,Mainz 05,0,1,A,20,15,7,3,8,7,12,5,1,1,0,0,2.7,3.3,2.6
Dortmund,Freiburg,2,0,H,11,5,4,1,6,11,2,3,1,1,0,0,1.28,5.5,11
Hannover 96,Hertha BSC,0,2,A,10,14,2,8,9,14,3,6,2,3,0,0,2.7,3.4,2.6
Hoffenheim,Schalke 04,1,1,D,20,13,7,5,11,13,4,10,3,3,0,0,1.8,3.8,4.33
Stuttgart,Augsburg,1,0,H,13,17,3,4,11,10,3,8,4,2,0,0,2.6,3.3,2.75
Werder Bremen,Bayern Munich,1,2,A,9,16,3,5,13,8,3,10,3,2,1,0,7,5.25,1.4
Eint Frankfurt,Wolfsburg,1,2,A,13,10,2,3,10,9,9,3,3,7,0,0,1.8,4,4.1
RB Leipzig,M'Gladbach,2,0,H,14,7,6,4,9,9,5,4,2,2,0,0,1.9,3.75,3.75
Nürnberg,Leverkusen,1,1,D,11,20,4,6,14,10,3,6,3,2,0,0,4.2,4,1.8
Werder Bremen,Düsseldorf,3,1,H,22,12,9,3,13,18,6,4,3,4,0,0,1.72,4,4.5
Bayern Munich,Nürnberg,3,0,H,20,4,8,1,9,6,11,1,1,0,0,0,1.08,11,34
Freiburg,RB Leipzig,3,0,H,12,15,9,4,9,16,3,12,1,2,0,0,4,4,1.83
Hertha BSC,Eint Frankfurt,1,0,H,7,18,4,4,15,14,5,9,1,0,0,0,2.45,3.3,2.9
Leverkusen,Augsburg,1,0,H,21,13,7,1,11,17,4,2,1,2,0,0,1.66,4,5
Schalke 04,Dortmund,1,2,A,6,10,3,3,12,9,3,1,4,3,0,0,3.3,3.4,2.2
Wolfsburg,Hoffenheim,2,2,D,10,19,3,6,9,9,6,4,1,2,0,0,3,3.6,2.3
Mainz 05,Hannover 96,1,1,D,28,11,5,3,12,9,9,1,4,3,0,1,1.9,3.6,4
M'Gladbach,Stuttgart,3,0,H,23,7,7,2,7,12,7,4,2,4,0,1,1.44,4.33,7
Nürnberg,Wolfsburg,0,2,A,11,10,0,4,13,13,6,3,2,1,0,0,3.6,3.5,2.04
Augsburg,Schalke 04,1,1,D,17,15,9,5,17,8,6,7,2,1,0,0,2.5,3.25,2.9
Dortmund,Werder Bremen,2,1,H,16,9,9,5,11,14,4,10,1,4,0,0,1.36,5.25,8
Düsseldorf,Freiburg,2,0,H,20,6,8,2,13,9,4,1,2,1,0,0,2.75,3.3,2.6
Hannover 96,Bayern Munich,0,4,A,3,32,0,14,9,5,0,14,1,0,0,0,11,7,1.22
Hoffenheim,M'Gladbach,0,0,D,27,5,6,1,9,10,6,2,0,2,0,0,1.9,4,3.6
Stuttgart,Hertha BSC,2,1,H,9,15,4,3,11,13,5,5,1,3,0,0,2.7,3.4,2.62
Eint Frankfurt,Leverkusen,2,1,H,17,12,7,6,9,8,10,7,6,2,0,0,2.4,3.5,2.87
RB Leipzig,Mainz 05,4,1,H,17,11,7,5,9,13,6,2,3,3,0,0,1.4,4.75,7.5
Düsseldorf,Dortmund,2,1,H,8,11,3,3,8,13,2,2,1,2,0,0,7,4.5,1.44
Hertha BSC,Augsburg,2,2,D,17,8,7,2,17,13,3,2,1,0,0,0,2.3,3.4,3.1
M'Gladbach,Nürnberg,2,0,H,17,7,7,2,5,19,6,7,2,3,0,0,1.36,5.5,7
Wolfsburg,Stuttgart,2,0,H,16,11,5,1,10,17,4,8,1,2,0,0,1.66,3.75,5.5
Bayern Munich,RB Leipzig,1,0,H,10,8,4,2,9,20,5,5,2,2,1,1,1.36,5.25,8
