HomeTeam,AwayTeam,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Real Madrid,Getafe,0,2,A,15,10,1,5,10,22,7,1,3,6,0,0,1.55,4,7
Valencia,Alavés,0,1,A,15,10,5,4,9,12,7,2,3,2,0,0,2.2,3.1,3.6
Girona,Celta Vigo,3,2,H,11,20,6,7,15,11,3,1,1,3,0,1,2.4,3.3,3
Huesca,Real Sociedad,0,1,A,13,7,3,1,16,12,7,5,5,3,0,2,3.6,3.4,2.1
Celta Vigo,Valencia,3,3,D,12,14,5,4,9,11,7,8,2,2,0,0,1.75,3.5,5.25
Eibar,Leganés,1,0,H,14,4,3,2,16,17,5,2,1,1,0,0,2.04,3.2,4
Getafe,Atlético Madrid,0,2,A,11,7,2,4,12,15,1,5,1,2,1,0,5,3.3,1.8
Rayo Vallecano,Espanyol,1,0,H,19,10,5,3,5,16,8,3,2,2,0,0,1.18,7,15
Valladolid,Alavés,1,5,A,13,11,4,7,14,12,8,4,1,2,1,0,2.04,3.4,3.6
Barcelona,Girona,2,2,D,22,7,11,6,9,16,8,2,3,5,1,0,1.08,11,21
Betis,Athletic Club,2,2,D,15,7,3,4,13,20,6,1,2,7,0,1,2.14,3.3,3.6
Levante,Real Madrid,2,6,A,19,20,10,9,5,18,8,4,1,1,0,0,3.5,3.6,2.04
Villarreal,Sevilla,0,0,D,11,12,1,2,12,12,8,6,4,1,0,1,2.25,3.25,3.3
Atlético Madrid,Huesca,3,0,H,17,8,5,1,1,14,4,3,0,2,0,0,1.22,6,15
Espanyol,Eibar,1,0,H,9,8,5,1,8,8,4,3,2,2,0,0,1.9,3.3,4.5
Real Sociedad,Valladolid,2,2,D,16,11,6,6,12,18,8,5,4,3,0,0,1.61,4,5.5
Athletic Club,Villarreal,0,3,A,12,19,2,6,3,14,6,4,1,1,0,0,2.25,3.3,3.3
Leganés,Barcelona,2,1,H,10,9,6,5,15,11,4,5,4,2,0,0,12,6,1.25
Real Madrid,Rayo Vallecano,3,0,H,16,21,7,3,16,12,5,6,3,4,0,0,4.33,4.2,1.72
Sevilla,Celta Vigo,1,1,D,14,9,5,3,18,7,0,2,1,3,0,0,1.66,4,4.75
Alavés,Getafe,1,1,D,15,13,2,5,8,22,5,7,4,2,0,0,2.8,3,2.75
Girona,Betis,0,1,A,8,14,2,6,17,14,5,1,1,3,0,0,2.5,3.3,2.87
Valencia,Levante,2,1,H,20,9,6,4,17,10,8,6,1,4,0,1,2.04,3.5,3.6
Valladolid,Espanyol,2,2,D,11,12,5,5,13,16,5,3,3,3,0,0,2.8,3.3,2.6
Barcelona,Athletic Club,1,1,D,20,8,8,2,9,18,4,3,3,3,0,0,1.16,7.5,17
Eibar,Real Madrid,1,3,A,15,7,2,5,16,9,6,3,2,3,0,0,3.3,3.4,2.2
Rayo Vallecano,Atlético Madrid,0,0,D,15,8,6,3,7,17,8,6,3,4,0,0,2,3.5,3.75
Real Sociedad,Sevilla,0,1,A,10,9,5,2,13,18,3,0,3,5,0,0,2.2,3.4,3.2
Betis,Leganés,1,0,H,17,11,4,5,7,10,7,1,0,4,0,0,1.64,3.8,5.5
Huesca,Girona,1,1,D,13,14,6,4,14,14,5,5,4,2,0,0,2.5,3.3,2.9
Levante,Alavés,2,1,H,14,14,4,2,22,19,9,4,7,1,0,0,2.14,3.5,3.3
Villarreal,Valencia,0,1,A,27,9,7,3,17,12,7,2,3,3,0,0,1.53,4,6.5
Celta Vigo,Getafe,1,1,D,8,12,2,4,13,15,3,9,2,2,0,0,2,3.5,3.8
Athletic Club,Real Sociedad,1,3,A,13,6,5,3,15,19,11,0,6,5,0,0,2.04,3.4,3.8
Alavés,Rayo Vallecano,1,0,H,8,13,4,6,20,10,4,3,1,0,0,0,9,4.75,1.36
Getafe,Levante,0,1,A,15,12,4,3,17,18,10,2,4,5,1,0,1.72,3.6,5.25
Girona,Eibar,2,3,A,10,12,3,4,9,17,4,9,3,6,0,0,2.1,3.2,3.8
Leganés,Valladolid,1,0,H,13,6,4,2,12,12,6,4,1,4,0,1,2,3.3,4
Atlético Madrid,Betis,1,0,H,13,5,5,0,16,10,6,4,5,3,0,0,1.44,4,9
Espanyol,Villarreal,3,1,H,28,13,12,6,13,8,10,3,3,2,0,0,2.25,3.2,3.4
Real Madrid,Celta Vigo,2,1,H,12,13,3,5,14,9,8,8,3,4,0,1,1.53,4.33,6
Sevilla,Barcelona,1,1,D,10,10,3,5,11,6,5,2,2,2,0,0,4.75,4.2,1.64
Valencia,Huesca,1,0,H,9,11,3,1,9,13,6,2,1,2,0,0,1.9,3.5,4.2
Celta Vigo,Alavés,0,1,A,19,9,9,2,9,12,6,2,2,3,0,0,1.66,4,5
Barcelona,Real Madrid,4,2,H,23,19,9,7,10,16,5,7,0,1,0,0,1.33,6,7.5
Rayo Vallecano,Levante,1,2,A,34,6,12,2,10,19,15,1,1,2,0,0,1.14,8.5,19
Sevilla,Leganés,1,1,D,18,7,4,5,9,13,10,1,1,2,0,0,1.5,4,7.5
Villarreal,Atlético Madrid,1,1,D,18,15,6,4,16,9,8,7,3,1,0,0,3.8,3.1,2.14
Betis,Valencia,0,1,A,20,6,4,2,7,10,9,6,0,4,0,0,1.61,3.8,6
Eibar,Athletic Club,1,1,D,18,6,6,3,7,13,8,2,2,3,0,0,2.7,3.2,2.75
Huesca,Espanyol,0,2,A,10,6,2,2,21,14,6,4,3,3,0,0,3.5,3.3,2.14
Valladolid,Getafe,1,2,A,10,5,3,2,14,25,6,2,5,5,1,0,2.9,3.3,2.5
Real Sociedad,Girona,0,0,D,14,12,8,2,14,15,7,6,3,1,0,0,1.72,3.75,5
Valladolid,Athletic Club,1,1,D,11,12,3,4,14,9,5,4,1,1,0,0,3.3,3.3,2.25
Valencia,Espanyol,1,1,D,15,11,2,4,16,16,5,2,4,2,0,0,3.4,3.1,2.25
Athletic Club,Sevilla,0,0,D,13,11,2,3,25,22,5,2,2,5,0,0,2.5,3.3,2.87
Atlético Madrid,Real Sociedad,2,0,H,14,7,4,0,10,7,10,1,2,1,0,0,1.53,3.8,7.5
Celta Vigo,Eibar,4,0,H,10,17,6,5,9,8,2,8,0,0,0,0,2.14,3.3,3.6
Girona,Valladolid,2,1,H,14,14,6,5,11,16,4,7,1,3,1,0,1.85,3.5,4.5
Levante,Leganés,2,0,H,9,21,4,6,12,14,3,2,2,2,0,0,2.1,3.25,3.75
Alavés,Villarreal,2,1,H,19,9,6,2,9,11,8,4,1,1,0,0,3,3.2,2.5
Barcelona,Rayo Vallecano,5,1,H,13,15,8,4,17,14,4,2,2,2,0,0,1.95,3.8,3.6
Getafe,Betis,2,0,H,16,7,7,3,9,14,5,4,1,2,0,0,2.4,3.1,3.25
Real Madrid,Huesca,2,1,H,15,11,4,2,9,14,4,2,2,3,0,0,1.22,6.5,13
Leganés,Atlético Madrid,1,1,D,8,9,3,4,18,12,4,7,4,2,0,0,5.75,3.4,1.72
Rayo Vallecano,Valencia,2,0,H,16,12,7,2,14,7,8,6,1,0,0,0,1.16,8,15
Sevilla,Girona,0,1,A,27,5,9,3,14,13,11,2,4,4,0,0,1.5,4,7.5
Valladolid,Barcelona,2,3,A,11,9,5,5,23,11,3,1,4,2,0,0,9.5,6,1.28
Betis,Celta Vigo,3,3,D,14,14,6,7,12,11,4,4,4,2,0,0,1.8,3.8,4.5
Eibar,Alavés,2,1,H,23,9,8,3,11,7,13,1,4,0,1,1,2.04,3.3,3.9
Huesca,Getafe,1,1,D,18,8,7,2,18,13,10,2,5,3,0,0,3.6,3.3,2.1
Real Sociedad,Real Madrid,0,0,D,10,8,1,1,8,17,7,7,1,3,0,0,2.75,3.5,2.45
Villarreal,Levante,1,1,D,23,13,4,2,14,10,5,4,3,3,0,0,1.55,4,6
Espanyol,Athletic Club,1,0,H,8,10,3,2,15,13,2,1,1,3,0,0,2,3.3,4
Levante,Real Sociedad,1,3,A,17,15,2,4,17,12,6,4,6,1,0,0,2.62,3.4,2.62
Atlético Madrid,Athletic Club,3,2,H,9,6,3,5,8,15,12,2,5,4,0,1,1.44,4,9
Getafe,Sevilla,0,1,A,17,7,3,3,23,8,6,4,3,3,1,0,2.75,3.1,2.75
Girona,Leganés,0,0,D,5,10,0,1,13,13,0,6,1,4,0,0,2.04,3.2,3.75
Valencia,Eibar,0,0,D,9,16,1,6,16,15,4,4,2,4,0,1,2.3,3.3,3.25
Alavés,Huesca,2,1,H,13,9,5,2,20,13,5,4,3,4,0,0,1.8,3.6,4.33
Barcelona,Betis,3,4,A,20,15,5,8,13,11,10,5,4,2,1,0,1.18,7,13
Celta Vigo,Rayo Vallecano,2,4,A,15,14,4,5,19,13,5,1,4,2,1,0,5,4.5,1.55
Real Madrid,Espanyol,2,1,H,23,15,10,7,18,10,6,3,4,2,0,0,1.75,3.6,4.5
Valladolid,Villarreal,2,2,D,15,11,7,5,7,12,8,4,1,3,0,1,3.1,3.4,2.25
Leganés,Alavés,1,0,H,13,7,6,2,10,13,5,3,2,4,0,0,2.2,3.1,3.6
Atlético Madrid,Barcelona,1,1,D,3,8,1,2,19,12,2,8,5,3,0,0,3,3.3,2.37
Eibar,Rayo Vallecano,3,0,H,14,9,8,3,17,8,5,4,2,1,0,0,6,4.33,1.53
Huesca,Levante,2,2,D,32,5,12,3,11,8,7,2,4,3,1,0,2.25,3.4,3.25
Sevilla,Valladolid,3,0,H,13,13,10,3,15,14,6,5,2,4,0,1,1.44,4.5,7.5
Athletic Club,Getafe,1,1,D,8,15,4,2,10,12,2,2,5,4,0,0,2.04,3.3,3.9
Espanyol,Girona,1,3,A,18,16,10,11,16,14,8,3,3,4,0,0,1.66,3.6,5.75
Real Madrid,Valencia,1,0,H,17,13,9,5,15,15,8,6,3,3,0,0,1.4,4.75,8
Villarreal,Betis,2,1,H,13,13,8,6,15,13,5,4,2,1,0,0,2.14,3.4,3.4
Real Sociedad,Celta Vigo,2,1,H,15,6,8,2,12,14,6,2,2,2,0,0,1.85,3.75,4.2
Valladolid,Eibar,1,0,H,5,13,2,5,15,12,1,4,5,3,0,0,3.1,3.3,2.3
Celta Vigo,Huesca,2,0,H,12,8,5,3,14,14,4,4,2,3,0,0,1.64,4,5
Getafe,Espanyol,3,0,H,14,8,5,2,17,16,7,4,3,2,0,0,2.4,2.87,3.4
Rayo Vallecano,Sevilla,2,0,H,13,7,3,2,11,10,2,2,1,3,0,0,1.44,4.75,7
Valencia,Leganés,2,4,A,20,14,6,5,5,13,6,5,0,3,0,0,2.37,3.1,3.3
Alavés,Real Madrid,1,1,D,11,14,3,3,21,14,2,5,3,3,0,0,3.6,3.6,2
Barcelona,Villarreal,2,0,H,16,12,7,2,9,17,11,1,2,4,0,0,1.25,6.5,11
Betis,Real Sociedad,1,0,H,6,6,4,4,18,18,6,4,4,2,0,0,2.2,3.3,3.4
Girona,Atlético Madrid,1,1,D,13,17,3,3,8,16,2,9,0,5,0,0,5.5,3.4,1.75
Levante,Athletic Club,3,0,H,17,12,7,3,11,15,2,6,3,5,0,1,2.75,3.4,2.54
Leganés,Getafe,1,1,D,17,6,5,2,12,13,7,2,1,2,1,0,2.62,2.9,3
Atlético Madrid,Alavés,3,0,H,12,13,5,3,20,15,5,5,5,4,0,0,1.36,4.5,10
Espanyol,Barcelona,0,4,A,15,17,3,9,16,10,11,4,1,0,0,0,6.5,4.33,1.5
Sevilla,Real Madrid,1,1,D,16,11,6,3,13,17,6,4,0,4,0,0,2.2,3.5,3.2
Villarreal,Celta Vigo,2,3,A,13,14,3,7,12,10,6,1,3,3,0,0,1.72,3.8,4.75
Betis,Valladolid,2,0,H,8,12,3,3,13,20,2,9,2,3,0,0,1.53,4.33,6
Eibar,Levante,4,4,D,32,14,7,5,11,7,12,3,2,2,0,0,1.75,3.8,4.5
Huesca,Rayo Vallecano,0,1,A,11,5,4,4,12,10,11,6,2,2,0,0,10,5.5,1.3
Real Sociedad,Valencia,1,2,A,23,10,5,6,9,16,11,6,2,2,0,0,1.61,3.6,6.5
Athletic Club,Girona,1,0,H,25,3,10,1,17,15,11,0,3,1,0,0,1.95,3.4,4
Celta Vigo,Leganés,0,0,D,15,5,2,2,11,11,10,0,3,3,0,0,1.85,3.5,4.33
Eibar,Sevilla,1,1,D,18,11,6,4,11,15,4,2,0,1,0,0,2.7,3.2,2.7
Getafe,Real Sociedad,1,0,H,9,9,2,4,24,14,2,3,3,4,0,0,2.25,3.1,3.5
Rayo Vallecano,Valladolid,1,0,H,9,11,4,3,15,18,4,4,0,3,0,0,1.14,9,15
Valencia,Atlético Madrid,2,3,A,8,14,2,5,16,13,9,3,4,1,0,0,5.75,3.4,1.72
Espanyol,Betis,1,3,A,10,12,3,5,23,10,0,4,3,4,0,0,2.4,3.3,3
Huesca,Villarreal,2,2,D,30,10,13,5,12,11,13,2,4,5,0,1,3.5,3.2,2.14
Levante,Barcelona,0,5,A,20,16,6,9,12,9,15,3,2,3,1,0,9,6.5,1.25
Real Madrid,Girona,2,0,H,17,8,5,2,18,12,5,3,2,1,0,0,1.44,4.5,7
Alavés,Athletic Club,0,0,D,11,6,2,3,16,13,5,3,2,2,0,0,3,3.2,2.5
Girona,Getafe,1,1,D,12,5,4,2,9,13,4,1,1,2,0,0,2.62,3,2.9
Real Sociedad,Alavés,0,1,A,18,9,4,3,14,11,10,1,2,4,0,0,1.75,3.5,5
Athletic Club,Valencia,1,1,D,8,5,3,2,25,12,3,1,3,2,0,0,1.75,3.4,5
Atlético Madrid,Espanyol,1,0,H,8,18,5,4,16,13,5,9,1,1,0,0,1.4,4,10
Barcelona,Celta Vigo,2,0,H,9,11,5,1,14,15,4,6,0,1,0,0,1.12,9,21
Betis,Eibar,1,1,D,4,15,2,4,11,13,4,11,2,4,0,0,1.8,3.75,4.5
Leganés,Real Madrid,1,1,D,13,8,4,2,14,9,3,6,3,3,0,1,3.4,3.2,2.25
Sevilla,Huesca,2,1,H,19,11,8,4,14,15,12,5,7,4,0,0,1.4,4.75,8
Valladolid,Levante,2,1,H,18,12,8,7,13,10,3,5,2,2,0,0,2.1,3.6,3.4
Villarreal,Rayo Vallecano,2,2,D,12,14,4,7,12,13,6,4,2,2,0,0,3.8,3.8,1.85
Espanyol,Leganés,1,0,H,12,10,1,2,10,17,3,6,2,5,0,1,2,3.3,4.2
Levante,Girona,2,2,D,19,9,8,2,18,16,8,2,3,1,1,0,2.15,3.5,3.3
Alavés,Sevilla,2,1,H,14,14,5,2,10,13,2,6,3,3,0,0,3.1,3.1,2.4
Huesca,Betis,2,1,H,11,7,6,1,21,7,4,6,3,2,0,0,3.2,3.5,2.2
Valencia,Valladolid,0,1,A,12,9,5,5,16,23,9,5,0,3,0,0,2.1,3.4,3.6
Eibar,Villarreal,0,0,D,24,7,6,4,12,17,13,1,0,2,0,0,2.1,3.25,3.5
Getafe,Barcelona,1,2,A,10,12,2,8,23,12,4,4,4,3,0,0,8,5.25,1.36
Rayo Vallecano,Real Sociedad,0,2,A,28,12,8,4,13,13,10,4,5,1,1,0,1.33,6,7.5
Real Madrid,Atlético Madrid,1,1,D,15,12,5,7,15,11,4,5,5,7,0,0,2.8,3.1,2.7
Celta Vigo,Athletic Club,1,2,A,17,8,3,4,16,21,3,2,2,5,0,0,2.4,3.3,3
Valladolid,Celta Vigo,4,2,H,11,13,8,4,12,8,7,5,4,1,0,0,2.5,3.4,2.8
Girona,Alavés,1,1,D,9,15,4,4,21,14,6,3,4,2,0,0,2.1,3.1,4
Leganés,Huesca,1,0,H,14,9,7,3,11,9,4,4,3,3,0,0,1.95,3.25,4.33
Sevilla,Valencia,1,1,D,17,6,5,1,15,18,7,0,2,5,0,0,1.53,4,7
Villarreal,Getafe,1,2,A,17,9,6,4,14,13,6,1,5,3,0,0,2.15,3.1,3.8
Athletic Club,Real Madrid,2,0,H,10,10,3,4,14,14,7,6,4,3,0,0,2.75,3.2,2.7
