Home,Away,Wk,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Lazio,Crotone,18,4,0,H,19,8,6,2,12,7,10,3,1,2,0,0,1.22,6.5,13
Milan,Atalanta,18,0,2,A,23,11,5,7,17,11,7,4,2,0,0,0,2.39,3.25,3
Napoli,Sampdoria,18,3,2,H,14,6,9,2,17,15,2,2,4,5,1,0,1.25,6,12
Sassuolo,Inter,18,1,0,H,9,16,4,4,14,18,1,10,1,2,0,0,5,3.75,1.72
SPAL,Torino,18,2,2,D,15,15,4,5,12,21,9,3,4,2,0,0,3.6,3.39,2.1
Udinese,Hellas Verona,18,4,0,H,27,3,10,0,12,15,7,1,0,3,0,0,1.66,3.79,5.25
Atalanta,Cagliari,19,1,2,A,25,4,6,3,6,19,5,3,0,5,0,1,1.44,4.33,8
Benevento,Chievo,19,1,0,H,18,9,9,3,14,17,7,1,1,2,0,0,3.2,3.29,2.29
Bologna,Udinese,19,1,2,A,12,7,3,4,14,16,8,0,2,3,0,0,2.39,3.29,3
Crotone,Napoli,19,0,1,A,5,23,2,7,10,6,2,15,1,2,0,0,15,6.5,1.19
Fiorentina,Milan,19,1,1,D,18,8,6,4,11,12,2,5,1,1,0,0,2,3.5,3.79
Hellas Verona,Juventus,19,1,3,A,3,18,1,8,22,4,6,6,2,0,0,0,15,6.5,1.19
Inter,Lazio,19,0,0,D,10,12,3,4,13,9,10,8,2,1,0,0,2.29,3.39,3.1
Roma,Sassuolo,19,1,1,D,21,15,4,5,13,12,7,4,1,2,0,0,1.3,5.5,10
Sampdoria,SPAL,19,2,0,H,20,9,8,2,16,15,11,3,3,4,0,0,1.72,4,4.5
Torino,Genoa,19,0,0,D,17,3,6,1,25,23,8,3,1,3,0,0,2.1,3.39,3.6
Benevento,Sampdoria,20,3,2,H,16,13,4,6,10,9,6,7,1,1,0,1,3.5,3.5,2.1
Cagliari,Juventus,20,0,1,A,9,16,2,2,17,13,5,3,1,2,0,0,10,5,1.33
Chievo,Udinese,20,1,1,D,11,9,6,1,6,20,5,5,0,1,0,0,3,3.2,2.5
Fiorentina,Inter,20,1,1,D,23,13,4,4,9,11,7,5,2,3,0,0,2.5,3.25,2.87
Genoa,Sassuolo,20,1,0,H,7,10,3,1,17,16,5,5,3,1,0,0,2.2,3.2,3.5
Milan,Crotone,20,1,0,H,26,8,9,2,17,16,14,0,2,2,0,0,1.33,5.25,9.5
Napoli,Hellas Verona,20,2,0,H,24,3,9,1,9,8,5,1,0,4,0,0,1.11,10,21
Roma,Atalanta,20,1,2,A,18,11,5,4,12,6,12,7,1,3,0,1,1.72,3.79,4.75
SPAL,Lazio,20,2,5,A,13,15,4,7,8,14,9,4,2,3,0,0,6.5,4.2,1.53
Torino,Bologna,20,3,0,H,19,6,6,1,13,12,4,5,1,2,0,0,2.1,3.39,3.6
Atalanta,Napoli,21,0,1,A,9,12,3,3,10,13,8,7,0,2,0,0,3.6,3.5,2.04
Bologna,Benevento,21,3,0,H,8,4,6,1,11,15,5,3,4,2,0,0,1.7,3.6,5.5
Cagliari,Milan,21,1,2,A,12,16,3,6,23,17,5,8,5,4,1,1,3.75,3.39,2.04
Hellas Verona,Crotone,21,0,3,A,10,9,2,5,13,15,5,1,1,5,1,0,2.1,3.25,3.75
Inter,Roma,21,1,1,D,17,7,7,1,13,13,6,5,2,0,0,0,2.39,3.5,2.89
Juventus,Genoa,21,1,0,H,15,3,5,0,23,17,4,3,1,5,0,0,1.19,6.5,17
Lazio,Chievo,21,5,1,H,18,9,11,3,5,3,2,2,1,0,0,0,1.25,6.25,12
Sampdoria,Fiorentina,21,3,1,H,14,12,10,5,5,16,7,4,1,2,0,0,3,3.39,2.37
Sassuolo,Torino,21,1,1,D,18,9,6,4,16,15,6,7,4,2,0,0,2.62,3.25,2.75
Udinese,SPAL,21,1,1,D,6,14,1,4,23,12,5,7,2,3,0,0,1.75,3.39,5.5
Chievo,Juventus,22,0,2,A,1,16,1,7,9,11,2,4,2,2,2,0,10,5,1.33
Crotone,Cagliari,22,1,1,D,13,6,6,3,18,15,9,4,2,2,0,1,2.39,3.1,3.2
Fiorentina,Hellas Verona,22,1,4,A,28,8,6,5,13,16,11,3,3,4,0,0,1.28,5.5,11
Genoa,Udinese,22,0,1,A,19,6,2,1,11,17,10,3,2,0,0,1,2.14,3.1,3.79
Milan,Lazio,22,2,1,H,11,13,5,4,8,14,4,3,2,6,0,0,2.39,3.5,2.89
Napoli,Bologna,22,3,1,H,9,10,4,5,7,13,7,3,1,2,0,0,1.18,7.5,15
Roma,Sampdoria,22,0,1,A,19,15,8,10,8,7,10,10,2,2,0,0,1.39,5,7.5
Sassuolo,Atalanta,22,0,3,A,10,17,1,10,11,11,5,7,2,0,1,0,3.39,3.29,2.2
SPAL,Inter,22,1,1,D,12,10,3,6,7,26,4,6,1,0,0,0,5.5,3.79,1.66
Torino,Benevento,22,3,0,H,14,6,5,1,14,10,6,3,2,1,0,1,1.44,4.75,7
Atalanta,Chievo,23,1,0,H,24,4,4,0,11,14,10,3,0,1,0,0,1.36,4.75,9.5
Benevento,Napoli,23,0,2,A,14,17,4,5,4,6,4,5,1,0,0,0,17,7,1.18
Bologna,Fiorentina,23,1,2,A,8,11,4,6,11,12,4,4,2,1,0,0,3.39,3.29,2.2
Cagliari,SPAL,23,2,0,H,10,10,4,3,26,16,6,3,5,2,0,0,2.14,3.25,3.6
Hellas Verona,Roma,23,0,1,A,9,17,1,8,17,7,4,6,3,1,0,1,7,4.5,1.44
Inter,Crotone,23,1,1,D,11,11,2,2,14,8,7,4,1,3,0,0,1.3,5.25,11
Juventus,Sassuolo,23,7,0,H,17,5,10,1,8,8,5,1,0,2,0,0,1.22,6,15
Lazio,Genoa,23,1,2,A,22,6,5,4,7,9,8,1,0,1,0,0,1.5,4.2,7
Sampdoria,Torino,23,1,1,D,9,14,3,5,15,19,6,4,3,4,0,1,2.39,3.39,2.89
Udinese,Milan,23,1,1,D,13,15,3,4,18,13,5,5,2,2,0,1,3.39,3.29,2.2
Chievo,Genoa,24,0,1,A,6,10,1,3,16,17,3,7,1,1,0,0,3.1,3.1,2.5
Crotone,Atalanta,24,1,1,D,9,13,4,4,16,13,4,9,4,2,0,0,4.5,3.5,1.85
Fiorentina,Juventus,24,0,2,A,12,4,2,3,12,17,2,5,4,3,0,0,4.5,3.5,1.85
Inter,Bologna,24,2,1,H,15,8,5,4,18,17,7,2,1,3,0,2,1.5,4.2,7
Napoli,Lazio,24,4,1,H,17,5,7,1,5,10,2,2,0,3,0,0,1.61,4.33,5
Roma,Benevento,24,5,2,H,20,6,9,3,9,7,10,3,0,0,0,0,1.14,8,19
Sampdoria,Hellas Verona,24,2,0,H,22,6,10,1,10,15,8,4,1,1,0,0,1.44,4.5,7.5
Sassuolo,Cagliari,24,0,0,D,15,5,1,2,12,15,4,2,0,1,0,0,2.1,3.39,3.6
SPAL,Milan,24,0,4,A,8,21,0,9,17,16,3,5,3,3,0,0,4.5,3.6,1.83
Torino,Udinese,24,2,0,H,14,12,7,0,12,16,7,3,2,1,0,0,1.85,3.6,4.33
Atalanta,Fiorentina,25,1,1,D,7,17,3,2,10,18,2,5,2,6,0,1,2.29,3.29,3.1
Benevento,Crotone,25,3,2,H,16,19,8,3,14,10,7,4,5,2,0,0,2.54,3.2,2.89
Bologna,Sassuolo,25,2,1,H,10,19,6,6,12,19,2,9,1,4,0,1,2.54,3.2,2.87
Chievo,Cagliari,25,2,1,H,9,5,5,3,10,23,7,1,2,3,0,0,2.45,3.2,3.1
Genoa,Inter,25,2,0,H,9,14,2,5,11,9,10,8,0,1,0,0,3.5,3.1,2.25
Lazio,Hellas Verona,25,2,0,H,33,5,10,0,7,10,11,2,0,1,0,0,1.16,7.5,17
Milan,Sampdoria,25,1,0,H,20,9,8,2,13,15,11,1,1,3,0,0,1.72,4,4.5
Napoli,SPAL,25,1,0,H,19,4,5,1,10,11,10,1,1,4,0,0,1.14,8,23
Torino,Juventus,25,0,1,A,6,8,3,3,14,8,2,3,1,1,0,0,4.75,3.75,1.75
Udinese,Roma,25,0,2,A,8,18,3,7,11,10,2,7,3,1,0,0,4.33,3.6,1.85
Bologna,Genoa,26,2,0,H,7,16,4,3,9,12,2,8,2,0,0,0,2.89,3,2.7
Cagliari,Napoli,26,0,5,A,7,18,3,8,12,5,1,2,2,1,0,0,10,5,1.33
Crotone,SPAL,26,2,3,A,17,10,7,6,19,13,5,4,1,4,0,0,2.29,3.1,3.39
Fiorentina,Chievo,26,1,0,H,14,5,5,2,16,17,9,10,1,1,0,0,1.5,4.2,7
Hellas Verona,Torino,26,2,1,H,7,12,4,2,12,19,7,7,3,1,0,0,5.25,3.79,1.66
Inter,Benevento,26,2,0,H,9,10,4,1,15,14,6,2,2,3,0,1,1.25,6,11
Juventus,Atalanta,26,2,0,H,15,8,3,0,8,23,3,8,3,5,0,1,1.39,4.5,8.5
