Wk,Home,Away,HomeGoals,AwayGoals,HomexG,AwayxG
29,Bordeaux,Angers,0,0,0.7,0.6
29,Rennes,Saint-Étienne,1,1,1.3,1.5
29,Lille,Montpellier,1,1,0.7,0.9
29,Guingamp,Nice,2,5,2,1.6
29,Lyon,Caen,1,0,1.9,0.3
29,Toulouse,Marseille,1,2,1.5,2.2
31,Paris S-G,Angers,2,1,1.7,1.1
30,Monaco,Lille,2,1,1.1,1
30,Bordeaux,Rennes,0,2,1.1,0.7
30,Montpellier,Dijon,2,2,2.7,0.8
30,Amiens,Troyes,1,1,1.1,1.6
30,Toulouse,Strasbourg,2,2,1.5,0.9
30,Angers,Caen,3,0,1.7,0.3
30,Nice,Paris S-G,1,2,1.1,2.3
30,Metz,Nantes,1,1,0.6,1
30,Saint-Étienne,Guingamp,2,0,1.1,0.4
30,Marseille,Lyon,2,3,0.9,1.2
31,Dijon,Marseille,1,3,0.7,3.3
31,Guingamp,Bordeaux,2,1,1.1,1.9
31,Lille,Amiens,0,1,1.1,1.3
31,Strasbourg,Metz,2,2,2,1.7
31,Troyes,Nice,0,2,0.7,2.2
31,Nantes,Saint-Étienne,0,3,2,2.5
31,Caen,Montpellier,1,3,1.2,1.8
31,Lyon,Toulouse,2,0,2.5,0.5
31,Rennes,Monaco,1,1,1.8,0.9
32,Saint-Étienne,Paris S-G,1,1,2.7,1.2
32,Monaco,Nantes,2,1,0.5,0.4
32,Toulouse,Dijon,0,1,1,1
32,Bordeaux,Lille,2,1,2.1,0.7
32,Angers,Strasbourg,1,1,1,1.3
32,Amiens,Caen,3,0,1.2,1.8
32,Guingamp,Troyes,4,0,2.2,0.5
32,Nice,Rennes,1,1,0.7,0.8
32,Metz,Lyon,0,5,0.5,2
32,Marseille,Montpellier,0,0,1,0.4
33,Angers,Nice,1,1,1.2,1.2
33,Lyon,Amiens,3,0,2.8,0.3
33,Rennes,Metz,1,2,1.6,1.2
33,Nantes,Dijon,1,1,1.2,0.6
33,Lille,Guingamp,2,2,1.3,0.5
33,Strasbourg,Saint-Étienne,0,1,1,0.5
33,Montpellier,Bordeaux,1,3,1.5,1.7
33,Troyes,Marseille,2,3,1.6,1.4
33,Paris S-G,Monaco,7,1,2.6,1.6
34,Nantes,Rennes,1,1,1.8,1.6
34,Dijon,Lyon,2,5,0.8,2.7
34,Marseille,Lille,5,1,3,1.4
34,Metz,Caen,1,1,1.3,0.6
34,Guingamp,Monaco,3,1,3.3,0.3
34,Toulouse,Angers,2,0,2.3,0.5
34,Amiens,Strasbourg,3,1,1,1.6
34,Nice,Montpellier,1,0,1.6,0.4
34,Saint-Étienne,Troyes,2,1,2,1
34,Bordeaux,Paris S-G,0,1,1.7,0.9
33,Caen,Toulouse,0,0,0.3,0.4
35,Montpellier,Saint-Étienne,0,1,1.7,1.3
35,Lyon,Nantes,2,0,3.2,0.5
35,Bordeaux,Dijon,3,1,2.2,1.6
35,Troyes,Caen,3,1,1.1,0.7
35,Strasbourg,Nice,1,1,0.9,1.6
35,Monaco,Amiens,0,0,0.7,1
35,Lille,Metz,3,1,2.5,1.1
35,Rennes,Toulouse,2,1,2.4,0.8
35,Angers,Marseille,1,1,1.3,1.6
35,Paris S-G,Guingamp,2,2,2.4,1.5
36,Amiens,Paris S-G,2,2,0.4,2.7
36,Saint-Étienne,Bordeaux,1,3,2,1.3
36,Lyon,Troyes,3,0,1.4,1.2
36,Toulouse,Lille,2,3,0.6,3.2
36,Metz,Angers,1,2,0.8,1.2
36,Nantes,Montpellier,0,2,1.2,0.7
36,Rennes,Strasbourg,2,1,2.2,1.2
36,Caen,Monaco,1,2,1.2,1.5
36,Dijon,Guingamp,3,1,2.3,0.4
36,Marseille,Nice,2,1,1.7,0.9
37,Guingamp,Marseille,3,3,3.4,1.9
37,Angers,Nantes,0,2,1.1,0.8
37,Paris S-G,Rennes,0,2,0.9,1
37,Monaco,Saint-Étienne,1,0,2.5,0.9
37,Lille,Dijon,2,1,2.4,1.6
37,Bordeaux,Toulouse,4,2,3.2,0.7
37,Montpellier,Troyes,1,1,1.1,0.6
37,Nice,Caen,4,1,2.9,0.8
37,Strasbourg,Lyon,3,2,1.2,1.1
37,Amiens,Metz,2,0,1.6,1.3
38,Marseille,Amiens,2,1,2.5,0.4
38,Nantes,Strasbourg,1,0,0.7,0.6
38,Troyes,Monaco,0,3,1.1,2.2
38,Lyon,Nice,3,2,2.7,1.3
38,Toulouse,Guingamp,2,1,2.3,0.6
38,Saint-Étienne,Lille,5,0,2.7,0.7
38,Dijon,Angers,2,1,0.8,2.3
38,Metz,Bordeaux,0,4,0.5,2.1
38,Rennes,Montpellier,1,1,0.7,0.6
38,Caen,Paris S-G,0,0,0.7,1
