HomeTeam,AwayTeam,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Eint Frankfurt,Hannover 96,3,0,H,14,14,10,4,14,5,3,7,2,0,0,0,1.95,3.5,4
Freiburg,Bayern Munich,1,3,A,10,16,3,9,11,8,4,7,1,0,0,0,11,6.5,1.25
Hertha BSC,Hoffenheim,3,1,H,11,16,5,2,11,15,4,6,2,4,0,0,2.7,3.39,2.62
M'Gladbach,Hamburger SV,3,1,H,18,18,5,6,6,8,7,3,0,3,0,0,1.8,3.6,4.75
RB Leipzig,Wolfsburg,4,1,H,13,10,7,5,11,10,2,5,0,1,0,0,1.61,4,5.5
Stuttgart,Köln,2,0,H,5,21,2,7,15,10,1,9,6,1,1,0,3.1,3.75,2.14
Werder Bremen,Leverkusen,0,0,D,3,9,0,1,14,18,3,1,3,5,0,0,3.79,4,1.85
Bayern Munich,Stuttgart,1,4,A,18,7,8,7,10,8,10,0,1,0,0,0,1.16,8,15
Hamburger SV,Augsburg,2,0,H,12,5,3,2,13,17,5,4,1,2,0,0,1.95,3.39,4
Hannover 96,M'Gladbach,2,1,H,17,8,8,3,10,7,8,3,3,1,1,0,2.29,3.5,3
Hoffenheim,RB Leipzig,2,6,A,8,17,4,10,12,11,3,6,1,1,0,0,4.2,3.75,1.85
Köln,Dortmund,3,1,H,12,10,8,4,4,7,2,3,0,0,0,0,2.2,3.79,3
Leverkusen,Hertha BSC,3,2,H,27,11,8,4,9,11,5,2,2,2,0,0,1.19,7,13
Mainz 05,Werder Bremen,1,2,A,13,14,1,3,10,6,3,7,0,1,0,0,2.29,3.6,3
Schalke 04,Eint Frankfurt,1,0,H,11,6,5,2,10,12,4,3,0,2,0,0,2.29,3.5,3
Wolfsburg,Freiburg,4,1,H,16,6,8,1,12,17,5,10,2,3,0,0,1.64,4,5.25
