HomeTeam,AwayTeam,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Caen,Angers,0,1,A,8,13,2,5,14,13,1,3,4,1,0,0,3.1,3,2.55
Marseille,Nîmes,2,1,H,14,8,4,3,11,15,4,6,1,2,0,0,1.57,4.33,5.5
Monaco,Reims,0,0,D,27,10,6,3,12,13,18,3,2,0,0,0,1.9,3.4,4
Strasbourg,Guingamp,3,3,D,11,15,6,5,12,14,1,4,1,2,0,0,2,3.25,4.2
Lille,Paris S-G,5,1,H,15,10,6,5,10,11,2,2,1,3,0,1,4.33,4,1.72
Montpellier,Toulouse,2,1,H,16,6,5,2,12,16,4,3,2,1,0,0,1.85,3.4,4.75
Rennes,Nice,0,0,D,14,7,7,2,13,8,4,2,2,1,0,0,1.8,3.6,4.5
Saint-Étienne,Bordeaux,3,0,H,14,5,6,1,13,13,8,4,2,0,0,0,1.72,3.6,5.25
Nantes,Paris S-G,3,2,H,15,9,8,6,13,14,4,4,1,3,0,0,4.5,4.2,1.7
Dijon,Rennes,3,2,H,12,10,10,4,17,19,6,6,2,3,0,0,2.87,3.3,2.5
Lyon,Angers,2,1,H,24,11,11,3,9,5,7,7,0,2,0,0,1.3,5.5,10
Guingamp,Marseille,1,3,A,9,15,3,6,16,13,3,5,2,3,0,0,4,3.6,1.9
Nice,Caen,0,1,A,21,7,8,2,7,15,11,4,2,3,0,0,1.83,3.3,5
Nîmes,Bordeaux,2,1,H,8,11,2,2,14,22,3,6,0,4,0,0,2.15,3.4,3.4
Strasbourg,Montpellier,1,3,A,6,20,1,7,16,12,3,5,2,2,0,0,2.6,3.1,3
Nantes,Amiens,3,2,H,10,8,4,4,14,12,4,1,2,3,0,0,1.95,3.25,4.33
Paris S-G,Monaco,3,1,H,10,15,5,4,13,9,3,4,0,1,0,0,1.5,4.5,6.5
Reims,Saint-Étienne,0,2,A,8,14,1,3,16,7,1,6,3,0,0,0,2.5,3.1,3.1
Toulouse,Lille,0,0,D,10,16,2,4,16,18,2,3,2,3,0,0,3.75,3.1,2.15
Bordeaux,Lyon,2,3,A,10,18,2,5,15,11,2,3,3,3,1,0,5.25,3.75,1.7
Amiens,Strasbourg,0,0,D,8,7,1,1,12,21,3,1,1,3,0,0,2.1,3.1,3.75
Angers,Reims,1,1,D,10,5,5,4,6,16,4,0,0,3,0,0,2.5,3.1,2.9
Caen,Dijon,1,0,H,14,12,2,3,17,19,5,3,1,4,0,0,2.8,3.1,2.62
Lille,Nîmes,5,0,H,14,8,8,3,8,14,1,4,1,2,0,0,1.5,4,6.5
Marseille,Nantes,1,2,A,17,14,2,6,13,14,7,4,4,1,0,0,1.5,3.8,7.5
Nice,Guingamp,3,0,H,15,14,5,3,12,19,2,4,4,3,0,0,2,3.2,4
Saint-Étienne,Toulouse,2,0,H,14,12,7,3,17,15,5,6,1,2,0,0,1.5,4,6.5
Montpellier,Paris S-G,3,2,H,15,8,9,3,17,15,9,3,3,4,0,0,4.33,3.6,1.83
Rennes,Monaco,2,2,D,10,16,4,5,13,12,5,9,2,2,0,0,3.5,3.3,2.15
Strasbourg,Marseille,1,1,D,7,13,4,2,12,15,0,4,1,2,0,0,3.8,3.5,2
Bordeaux,Angers,0,1,A,10,9,2,1,17,14,5,1,2,0,0,0,2.25,3.1,3.5
Guingamp,Caen,0,0,D,10,1,1,0,24,14,5,0,1,4,0,0,1.9,3.3,4.5
Paris S-G,Nice,1,1,D,17,8,5,2,15,14,9,1,2,3,0,0,1.25,6,11
Reims,Nîmes,0,3,A,8,15,2,5,17,7,3,5,3,2,0,0,1.95,3.5,4
Lyon,Lille,2,2,D,20,13,8,6,13,18,5,4,0,2,0,0,1.66,4,5
Monaco,Saint-Étienne,2,3,A,13,8,5,3,12,16,2,8,3,5,0,0,2.4,3.5,2.87
Montpellier,Amiens,1,1,D,13,4,4,1,14,22,5,0,1,2,0,0,1.72,3.75,5
Nantes,Dijon,3,0,H,22,8,5,3,9,13,3,2,0,2,0,1,1.9,3.5,4.2
Toulouse,Rennes,2,2,D,19,11,4,3,20,15,6,6,3,3,0,0,2.3,3.3,3.25
Saint-Étienne,Montpellier,0,1,A,16,11,5,4,11,18,11,1,3,4,1,1,1.75,3.8,4.75
Amiens,Toulouse,0,0,D,19,7,3,2,13,21,3,3,2,4,0,0,2.3,3.2,3.3
Angers,Paris S-G,1,2,A,14,9,4,4,27,18,2,3,0,0,0,1,6,4.33,1.53
Caen,Reims,3,2,H,14,15,10,4,7,19,4,9,1,2,0,0,2.4,3.1,3.1
Dijon,Strasbourg,2,1,H,13,17,6,8,12,13,2,7,1,1,0,0,2.05,3.5,3.6
Nice,Nantes,1,1,D,8,13,2,3,13,13,4,1,2,3,0,0,2.5,3.1,3.1
Nîmes,Monaco,1,0,H,12,12,4,5,19,19,5,9,1,4,0,0,3.4,3.8,2.05
Lille,Bordeaux,1,0,H,6,5,4,1,6,12,3,4,2,4,0,1,1.4,4.75,8
Marseille,Lyon,0,3,A,17,15,6,5,16,11,4,1,3,1,1,0,3,3.8,2.2
Rennes,Guingamp,1,1,D,7,23,4,9,12,12,6,8,3,1,1,0,1.95,3.5,4
Bordeaux,Reims,0,1,A,13,9,4,2,11,15,10,0,0,1,0,0,2.37,3.1,3.3
Guingamp,Nîmes,2,2,D,18,21,9,4,17,12,5,5,2,2,0,0,2.8,3.4,2.5
Lille,Angers,5,0,H,18,13,12,3,13,12,3,6,1,3,0,0,1.53,4,7
Lyon,Caen,4,0,H,16,7,8,2,10,11,4,4,3,1,0,0,1.2,7,13
Monaco,Amiens,2,0,H,10,9,3,3,22,13,4,5,5,2,0,0,1.61,3.8,6
Montpellier,Nantes,1,1,D,16,10,2,2,13,11,4,3,0,3,0,0,1.8,3.8,4.33
Paris S-G,Dijon,4,0,H,17,13,7,3,13,4,2,5,1,1,0,0,1.3,5.5,10
Saint-Étienne,Nice,3,0,H,11,19,5,5,17,14,2,9,0,3,0,0,1.57,4,6
Strasbourg,Rennes,0,2,A,19,11,6,6,10,14,11,1,1,2,0,0,2.3,3.3,3.25
Toulouse,Marseille,2,5,A,19,21,5,8,4,11,5,9,1,2,0,0,3.4,3.3,2.2
Amiens,Guingamp,2,1,H,19,16,9,4,7,15,3,3,0,0,0,0,1.53,4,6.5
Angers,Saint-Étienne,1,1,D,14,15,5,4,12,4,7,8,1,1,0,0,2.62,3.4,2.62
Caen,Bordeaux,0,1,A,14,12,1,5,21,22,6,3,1,1,0,0,1.72,3.6,5.25
Dijon,Toulouse,2,1,H,12,13,6,3,9,11,4,5,2,2,0,0,1.5,4.5,6
Marseille,Montpellier,1,0,H,10,14,3,4,12,9,7,13,2,0,1,0,1.85,4.2,3.75
Nantes,Strasbourg,0,1,A,21,5,1,1,7,8,4,4,2,1,0,0,1.65,3.8,5.5
Nice,Monaco,2,0,H,8,11,2,4,13,10,3,4,2,3,0,0,3.1,3.5,2.25
Nîmes,Lyon,2,3,A,17,19,8,8,8,8,11,9,1,1,0,0,3.4,3.8,2
Reims,Paris S-G,3,1,H,10,13,6,2,14,8,4,5,2,1,0,0,6.5,5,1.45
Rennes,Lille,3,1,H,13,14,8,7,10,10,4,7,1,2,0,1,2.62,3.6,2.5
