HomeTeam,AwayTeam,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Metz,Monaco,0,1,A,9,22,5,5,17,16,6,6,2,1,0,0,10,5,1.3
Lyon,Bordeaux,3,3,D,8,16,5,6,20,16,0,8,2,2,1,0,1.57,4.33,5.5
Montpellier,Strasbourg,1,1,D,16,7,5,1,6,18,9,2,2,3,0,0,1.85,3.5,4.5
Nice,Guingamp,2,0,H,14,13,8,1,12,15,4,5,2,2,0,0,2,3.3,4
Rennes,Dijon,2,2,D,14,12,7,4,9,13,7,0,2,4,0,0,1.6,3.9,6
Saint-Étienne,Amiens,3,0,H,13,16,5,1,11,12,3,11,2,2,0,0,1.53,4,7
Troyes,Nantes,0,1,A,8,11,1,4,7,8,2,10,1,0,0,1,2.5,3.1,3.1
Lille,Caen,0,2,A,15,11,4,3,9,12,5,3,2,2,0,0,1.6,3.8,6
Marseille,Angers,1,1,D,12,11,2,4,20,7,11,2,3,2,1,0,1.6,3.9,5.75
Paris S-G,Toulouse,6,2,H,24,7,15,1,8,19,7,1,0,4,1,0,1.08,11,34
Paris S-G,Saint-Étienne,3,0,H,14,12,4,2,20,12,8,3,2,3,0,0,1.08,11,29
Amiens,Nice,3,0,H,12,12,4,3,14,7,3,4,3,3,0,0,3.3,3.2,2.3
Bordeaux,Troyes,2,1,H,12,5,8,2,9,17,4,4,0,1,0,0,1.44,4.5,7.5
Caen,Metz,1,0,H,16,9,4,2,11,16,9,3,2,2,0,0,1.85,3.4,4.75
Dijon,Montpellier,2,1,H,7,11,2,2,18,14,2,4,2,2,0,0,2.55,3.2,2.88
Nantes,Lyon,0,0,D,6,16,2,3,13,11,1,8,1,1,0,0,3.6,3.4,2.1
Toulouse,Rennes,3,2,H,11,14,7,3,19,22,3,4,4,3,0,1,2.3,3.1,3.4
Angers,Lille,1,1,D,11,13,2,3,10,10,7,1,2,5,0,0,2.25,3.1,3.5
Guingamp,Strasbourg,2,0,H,14,15,6,3,12,14,2,7,1,2,0,0,1.91,3.4,4.33
Monaco,Marseille,6,1,H,14,10,8,3,11,14,1,1,2,3,0,0,1.62,4,5.5
Lille,Bordeaux,0,0,D,8,17,2,1,11,13,5,3,2,4,1,0,3,3.3,2.45
Metz,Paris S-G,1,5,A,8,23,1,12,10,8,6,7,0,1,1,0,19,10,1.13
Caen,Dijon,2,1,H,12,9,3,4,19,17,8,3,1,2,1,0,2.05,3.2,4
Montpellier,Nantes,0,1,A,11,12,3,4,7,12,8,3,1,2,1,0,2.15,3.2,3.8
Nice,Monaco,4,0,H,9,11,5,1,19,14,2,11,2,2,0,0,4.75,3.6,1.8
Strasbourg,Amiens,0,1,A,10,8,3,3,22,14,6,0,1,3,1,0,2,3.2,4.2
Troyes,Toulouse,0,0,D,11,7,3,0,12,13,4,1,2,3,0,0,2.88,3.2,2.6
Lyon,Guingamp,2,1,H,12,13,4,6,16,16,3,6,2,2,0,0,1.4,4.75,8.5
Marseille,Rennes,1,3,A,10,17,4,4,18,14,5,2,6,1,0,0,1.67,4,5
Saint-Étienne,Angers,1,1,D,8,15,4,6,9,19,1,3,3,2,1,1,2.15,3.2,3.75
Toulouse,Bordeaux,0,1,A,16,14,5,4,17,10,3,9,3,1,0,0,2.9,3.1,2.5
Dijon,Saint-Étienne,0,1,A,18,16,7,6,13,14,1,4,3,3,0,0,3,3.2,2.5
Guingamp,Lille,1,0,H,20,10,4,5,8,17,8,8,1,1,0,0,2.15,3.3,3.5
Monaco,Strasbourg,3,0,H,14,10,5,1,13,12,5,5,2,2,0,0,1.18,7.5,15
Nantes,Caen,1,0,H,8,8,4,1,12,12,4,3,0,2,0,0,1.95,3.25,4.33
Troyes,Montpellier,0,1,A,7,9,0,3,19,10,2,6,3,3,1,0,2.8,3.2,2.7
Amiens,Marseille,0,2,A,8,22,3,6,11,15,6,3,2,3,0,0,4,3.2,2.05
Angers,Metz,0,1,A,18,10,5,5,14,14,4,5,1,3,0,0,1.5,4,7.5
Paris S-G,Lyon,2,0,H,14,12,5,5,11,13,9,4,3,2,0,0,1.17,7.5,17
Rennes,Nice,0,1,A,17,6,4,3,17,17,6,5,1,5,0,0,2.3,3.2,3.3
Lille,Monaco,0,4,A,11,12,2,7,18,14,1,1,1,2,0,0,4.75,3.8,1.7
Nice,Angers,2,2,D,17,15,3,6,13,18,8,1,4,2,0,0,1.8,3.5,4.5
Bordeaux,Guingamp,3,1,H,21,10,8,4,14,14,5,2,4,2,0,0,1.73,3.5,5.5
Caen,Amiens,1,0,H,17,2,4,0,14,19,7,3,1,2,0,0,1.85,3.3,4.75
Lyon,Dijon,3,3,D,20,11,6,6,17,19,8,1,1,5,0,0,1.29,5.75,10
Metz,Troyes,0,1,A,15,9,7,2,11,12,5,4,3,3,0,1,2,3.3,4
Montpellier,Paris S-G,0,0,D,5,10,2,1,15,13,2,11,2,2,0,0,17,7.5,1.17
Marseille,Toulouse,2,0,H,22,8,6,1,11,10,12,5,2,0,0,0,1.53,4.2,6.5
Saint-Étienne,Rennes,2,2,D,9,9,4,4,11,14,9,5,3,3,1,0,2.05,3.2,4
Strasbourg,Nantes,1,2,A,21,12,6,5,7,5,12,3,1,1,0,0,2.55,3,3.1
Monaco,Montpellier,1,1,D,8,15,1,3,19,12,3,4,3,1,0,0,1.36,5,8.5
Dijon,Strasbourg,1,1,D,13,7,6,1,10,17,7,4,0,2,1,0,2.05,3.2,4
Guingamp,Toulouse,1,1,D,6,11,4,2,17,18,6,4,1,2,0,0,1.91,3.4,4.33
Nantes,Metz,1,0,H,15,9,6,1,14,9,4,4,2,4,0,1,1.67,3.5,6
Paris S-G,Bordeaux,6,2,H,11,17,9,6,10,18,1,5,1,2,0,0,1.14,9,15
Rennes,Caen,0,1,A,9,10,2,3,14,25,8,3,4,1,0,0,1.91,3.25,4.5
Angers,Lyon,3,3,D,15,13,4,6,12,14,9,4,2,3,0,1,3.25,3.25,2.3
Nice,Marseille,2,4,A,19,17,10,9,14,16,9,5,2,3,0,1,2.38,3.4,3
Troyes,Saint-Étienne,2,1,H,11,14,7,4,7,17,5,8,3,1,1,1,3.3,3.2,2.3
Lyon,Monaco,3,2,H,22,14,7,7,9,15,7,5,4,1,0,0,2.1,3.75,3.3
Caen,Angers,0,2,A,22,12,5,4,12,18,4,4,1,4,0,0,2.5,3.1,3.1
Dijon,Paris S-G,1,2,A,15,18,5,8,10,13,5,9,3,4,0,0,21,9,1.13
Guingamp,Rennes,2,0,H,16,11,9,0,19,15,6,5,3,6,0,1,2.15,3.3,3.5
Lille,Troyes,2,2,D,16,10,6,2,16,12,3,1,1,2,1,0,1.55,3.8,6.5
Saint-Étienne,Metz,3,1,H,20,10,5,2,10,16,12,5,2,1,0,0,1.53,4,7
Toulouse,Amiens,1,0,H,16,7,6,2,14,21,3,0,1,5,0,1,1.73,3.5,5
Bordeaux,Nantes,1,1,D,18,14,3,4,13,15,6,2,3,2,0,0,1.67,3.5,6
Montpellier,Nice,2,0,H,14,15,4,8,14,15,4,7,3,1,0,0,2.4,3.2,3.1
Strasbourg,Marseille,3,3,D,19,20,9,7,14,9,4,4,3,3,0,0,4.2,3.4,1.91
Saint-Étienne,Montpellier,0,1,A,21,15,4,4,25,17,6,2,2,3,0,0,2.14,3.25,3.6
Amiens,Bordeaux,1,0,H,13,14,4,4,12,13,4,3,3,1,0,0,5.5,3.79,1.64
Angers,Toulouse,0,1,A,14,3,4,1,11,16,4,2,2,4,0,0,2,3.39,4
Metz,Dijon,1,2,A,15,8,5,6,11,15,2,5,1,2,1,0,2.75,3.29,2.62
Monaco,Caen,2,0,H,15,8,6,1,12,17,7,7,3,2,0,0,1.33,5,10
Nantes,Guingamp,2,1,H,9,10,3,4,13,12,3,6,3,1,0,0,2.1,3.29,3.75
Rennes,Lille,1,0,H,9,7,6,1,13,17,2,6,1,2,0,1,2.14,3.29,3.5
Marseille,Paris S-G,2,2,D,11,7,3,3,18,14,3,4,4,3,0,1,6.5,5,1.44
Nice,Strasbourg,1,2,A,14,15,9,6,5,5,9,1,0,1,0,1,1.57,4,6
Troyes,Lyon,0,5,A,9,14,3,10,12,13,4,3,2,2,1,0,5,4,1.66
Paris S-G,Nice,3,0,H,16,8,8,1,10,9,8,2,0,0,0,0,1.14,9,17
Bordeaux,Monaco,0,2,A,12,12,4,5,22,12,6,2,2,0,0,0,2.5,3.39,2.79
Caen,Troyes,1,0,H,16,8,3,3,12,13,6,6,1,3,0,0,1.66,3.6,5.75
Dijon,Nantes,1,0,H,6,10,1,0,15,19,1,5,3,2,0,0,2.6,3.1,2.89
Guingamp,Amiens,1,1,D,12,7,4,2,16,20,5,5,1,5,0,1,1.66,3.5,6
Montpellier,Rennes,0,1,A,9,7,4,2,15,17,4,1,4,2,0,0,2.04,3.1,4.09
Strasbourg,Angers,2,2,D,14,5,6,2,10,12,4,2,3,2,0,0,2.7,3.1,2.79
Lille,Marseille,0,1,A,18,10,7,3,18,17,11,4,2,3,0,0,3.39,3.25,2.25
Lyon,Metz,2,0,H,12,7,4,4,13,17,3,2,0,3,0,0,1.18,7.5,15
Toulouse,Saint-Étienne,0,0,D,11,4,4,2,16,19,7,1,2,3,0,0,2.2,3.1,3.6
Rennes,Bordeaux,1,0,H,6,6,2,0,14,26,8,0,2,5,0,0,3.25,3.25,2.29
Angers,Paris S-G,0,5,A,9,15,3,7,8,13,2,4,1,3,0,0,15,7,1.19
Monaco,Guingamp,6,0,H,18,12,9,3,17,9,4,1,1,1,0,0,1.44,4.75,7
Montpellier,Amiens,1,1,D,10,12,3,1,11,12,3,2,2,1,0,0,1.75,3.39,5.5
Nantes,Toulouse,2,1,H,11,10,6,3,20,16,9,4,2,4,0,0,2,3.1,4.33
Troyes,Strasbourg,3,0,H,13,10,6,2,18,8,4,1,3,1,0,1,2.75,3.29,2.62
Marseille,Caen,5,0,H,28,11,11,3,5,9,13,6,0,0,0,0,1.53,4,7
Metz,Lille,0,3,A,19,14,5,7,13,19,9,0,3,2,0,0,3.29,3.2,2.29
Nice,Dijon,1,0,H,11,13,4,4,14,9,6,4,1,1,1,0,1.72,3.6,5.25
Saint-Étienne,Lyon,0,5,A,13,13,2,10,22,17,5,1,1,2,1,0,4.2,3.39,1.95
Amiens,Monaco,1,1,D,10,15,2,4,15,15,4,4,2,3,0,0,5.25,3.79,1.66
Lille,Saint-Étienne,3,1,H,12,8,5,3,10,16,8,10,2,3,0,0,2.1,3.25,3.75
Dijon,Troyes,3,1,H,15,11,8,4,13,12,4,4,1,1,0,0,1.9,3.39,4.33
Guingamp,Angers,1,1,D,9,10,2,2,15,18,1,7,4,4,1,0,2.29,3.2,3.29
Paris S-G,Nantes,4,1,H,23,8,10,1,9,17,9,2,2,3,0,0,1.11,10,21
Strasbourg,Rennes,2,1,H,11,13,5,4,18,8,6,7,1,0,0,1,2.29,3.2,3.29
Toulouse,Metz,0,0,D,21,12,3,5,16,11,9,4,2,3,0,1,1.72,3.6,5.25
Bordeaux,Marseille,1,1,D,9,14,3,3,16,14,3,6,4,2,0,0,2.29,3.39,3.1
Caen,Nice,1,1,D,18,12,4,7,10,11,12,3,2,3,0,0,2.6,3.1,2.89
Lyon,Montpellier,0,0,D,15,15,3,2,11,9,9,6,2,1,0,0,1.39,4.5,9
Amiens,Lille,3,0,H,8,12,4,1,12,10,4,6,3,2,0,0,2.7,3.1,2.7
Saint-Étienne,Strasbourg,2,2,D,12,10,6,4,14,10,7,4,4,2,0,0,2,3.5,3.75
Caen,Bordeaux,1,0,H,12,10,2,2,13,14,4,8,2,3,0,0,3.39,3.1,2.29
Dijon,Toulouse,3,1,H,13,12,5,4,11,16,6,2,3,2,0,0,2.25,3.2,3.39
Metz,Amiens,0,2,A,21,11,6,2,17,8,8,1,1,0,0,0,2.37,3.2,3.2
Montpellier,Lille,3,0,H,18,10,6,4,13,14,6,7,1,6,0,0,2.14,3.2,3.7
Rennes,Nantes,2,1,H,15,10,5,1,17,14,8,2,3,6,0,1,2.39,3.1,3.2
Troyes,Angers,3,0,H,9,7,3,3,15,15,4,3,2,4,0,0,3.2,3.2,2.37
Marseille,Guingamp,1,0,H,21,4,7,1,11,13,6,2,2,2,0,0,1.5,4.33,6.5
Monaco,Paris S-G,1,2,A,8,18,2,5,17,13,1,4,3,4,0,0,5.25,4.75,1.53
Nice,Lyon,0,5,A,10,11,3,7,19,13,2,2,5,3,1,0,3.29,3.39,2.2
Amiens,Dijon,2,1,H,8,16,5,6,5,14,3,6,0,3,0,0,2.37,3.1,3.25
Bordeaux,Saint-Étienne,3,0,H,12,11,6,5,12,19,2,6,1,2,0,0,1.83,3.39,4.75
Strasbourg,Caen,0,0,D,6,15,3,1,13,13,2,3,1,2,0,0,1.95,3.25,4.2
Angers,Rennes,1,2,A,10,8,4,3,9,11,7,4,0,1,0,0,2.1,3.2,3.79
Guingamp,Montpellier,0,0,D,10,6,1,4,15,21,8,3,1,3,0,0,2.39,3.1,3.25
Lyon,Lille,1,2,A,21,7,5,3,8,13,4,2,0,1,0,0,1.33,5,10
Metz,Marseille,0,3,A,9,21,4,8,13,8,0,9,1,0,0,0,6.5,4.33,1.5
Nantes,Monaco,1,0,H,16,9,5,1,9,12,11,5,0,0,0,0,3.75,3.39,2.04
Paris S-G,Troyes,2,0,H,19,6,6,3,14,16,11,1,0,1,0,0,1.04,17,34
Toulouse,Nice,1,2,A,14,8,3,4,16,12,6,4,3,4,1,1,2.62,3,2.89
Dijon,Bordeaux,3,2,H,17,14,5,6,15,14,6,4,2,2,0,0,3.1,3.1,2.5
Lille,Toulouse,1,0,H,10,10,3,3,17,18,3,6,2,3,0,0,2.04,3.29,3.89
Monaco,Angers,1,0,H,5,8,3,3,13,19,5,3,3,3,0,0,1.39,4.75,8
Nice,Metz,3,1,H,15,13,7,5,10,17,1,5,0,2,0,0,1.44,4,8.5
Rennes,Amiens,2,0,H,25,6,5,2,10,7,16,0,1,5,0,0,2,3,4.75
Strasbourg,Paris S-G,2,1,H,5,29,2,5,20,5,0,13,4,3,0,0,15,8,1.16
Troyes,Guingamp,0,1,A,14,11,3,5,13,9,5,3,2,2,1,1,2.62,3.1,2.89
Caen,Lyon,1,2,A,19,11,4,4,18,15,9,4,1,3,0,0,4.33,3.6,1.85
Montpellier,Marseille,1,1,D,13,6,4,2,9,23,1,3,4,2,0,0,3.39,3.29,2.2
Saint-Étienne,Nantes,1,1,D,13,22,4,6,18,10,5,9,4,1,0,0,2.29,3,3.6
Bordeaux,Strasbourg,0,3,A,12,10,2,4,14,10,10,5,3,1,0,0,1.64,3.75,5.75
Angers,Montpellier,1,1,D,13,10,4,6,15,10,5,4,3,2,0,0,2.39,3.1,3.25
Guingamp,Dijon,4,0,H,17,8,9,1,5,7,18,2,0,0,0,1,2.1,3.29,3.75
Metz,Rennes,1,1,D,13,5,6,4,14,11,5,6,3,3,0,0,3.7,3,2.25
Monaco,Troyes,3,2,H,19,5,6,3,14,22,16,1,4,5,0,0,1.3,5.5,10
Paris S-G,Lille,3,1,H,14,7,5,2,14,19,5,4,2,2,0,0,1.12,9,21
Toulouse,Caen,2,0,H,10,11,3,3,15,10,4,5,1,2,0,0,2.25,2.89,3.79
Amiens,Lyon,1,2,A,14,12,6,3,11,15,2,2,1,2,0,0,5.5,4,1.61
Marseille,Saint-Étienne,3,0,H,18,5,7,1,13,10,7,2,1,2,0,1,1.5,4.2,7
Nantes,Nice,1,2,A,22,12,4,5,13,12,5,3,1,4,0,0,2.1,3.1,3.89
Saint-Étienne,Monaco,0,4,A,5,22,3,9,11,11,4,4,1,0,1,0,4.75,3.75,1.75
Caen,Guingamp,0,0,D,11,8,2,5,20,13,5,4,2,4,0,0,2.14,3.25,3.6
Dijon,Lille,3,0,H,13,9,8,5,14,9,3,4,1,1,0,0,2.25,3.2,3.39
Montpellier,Metz,1,3,A,9,6,3,4,10,21,3,2,1,2,0,0,1.44,4.2,8
Rennes,Paris S-G,1,4,A,14,21,2,10,16,10,4,11,4,3,1,1,11,7,1.22
Strasbourg,Toulouse,2,1,H,9,11,5,3,17,15,5,5,2,4,0,0,2.1,3.2,3.7
Troyes,Amiens,1,0,H,19,11,7,3,18,14,9,0,4,2,0,0,2.29,3.1,3.39
Lyon,Marseille,2,0,H,8,19,5,5,10,19,5,10,0,2,0,0,2.04,3.6,3.5
Nantes,Angers,1,0,H,10,7,4,0,9,15,3,6,3,2,1,0,2.04,3.2,4
Nice,Bordeaux,1,0,H,11,10,3,1,10,15,2,4,1,2,0,0,2.29,3.25,3.2
Amiens,Nantes,0,1,A,12,14,5,5,17,13,5,2,3,2,0,0,2.79,3.1,2.7
Angers,Dijon,2,1,H,24,16,11,3,16,18,7,3,3,4,0,1,2.14,3.25,3.6
Bordeaux,Montpellier,0,2,A,8,14,1,6,14,13,4,2,3,3,0,0,2.1,3.2,3.79
Guingamp,Saint-Étienne,2,1,H,27,3,6,3,13,13,10,0,3,2,0,1,1.9,3.25,4.5
Lille,Nice,1,1,D,5,8,1,3,18,11,3,4,2,4,0,0,2.54,3.2,2.89
Marseille,Troyes,3,1,H,20,8,8,3,11,13,8,2,1,0,0,0,1.3,5.5,10
Metz,Strasbourg,3,0,H,26,7,9,2,17,13,10,8,4,1,0,0,3,3.29,2.45
Monaco,Rennes,2,1,H,14,8,4,2,21,19,8,1,3,2,0,0,1.39,4.75,8
Paris S-G,Caen,3,1,H,21,9,7,4,7,12,5,6,2,2,0,0,1.07,12,29
Toulouse,Lyon,1,2,A,17,14,5,10,16,11,8,4,3,2,0,0,4.33,3.79,1.8
Strasbourg,Guingamp,0,2,A,14,10,3,5,14,14,7,7,1,2,0,0,2.5,3.25,2.87
Caen,Lille,0,1,A,15,12,7,5,15,11,5,3,3,3,1,1,2.6,2.89,3.1
Dijon,Metz,1,1,D,12,12,7,6,10,15,6,7,2,2,1,0,1.85,3.5,4.33
Montpellier,Monaco,0,0,D,16,13,4,6,15,10,10,6,5,1,0,0,3.5,3.25,2.2
Nice,Amiens,1,0,H,20,9,7,3,10,13,7,1,1,0,0,0,1.6,3.6,6.5
Rennes,Marseille,0,3,A,13,18,3,5,8,18,3,2,1,2,0,0,4,3.29,2
Troyes,Bordeaux,0,1,A,8,10,3,4,15,13,2,2,4,0,0,0,3.25,3.1,2.37
Lyon,Angers,1,1,D,19,9,7,2,11,18,12,1,2,4,0,1,1.44,4.5,7.5
Nantes,Paris S-G,0,1,A,13,20,3,3,17,11,2,5,3,2,1,0,12,6,1.25
Saint-Étienne,Toulouse,2,0,H,11,19,5,8,14,22,4,10,1,3,0,0,2.1,3,4
Bordeaux,Caen,0,2,A,13,10,5,3,13,12,7,2,3,5,1,0,1.8,3.39,5
Marseille,Strasbourg,2,0,H,15,4,7,2,6,15,7,4,2,3,0,0,1.28,5.5,11
Monaco,Nice,2,2,D,6,9,3,5,10,12,6,3,4,4,0,0,1.7,3.79,5
Amiens,Montpellier,1,1,D,13,16,3,5,10,6,2,3,2,1,0,0,3.75,3,2.25
Angers,Troyes,3,1,H,12,8,5,2,15,17,8,2,0,5,0,0,1.8,3.5,4.75
Guingamp,Lyon,0,2,A,8,21,3,13,20,16,3,11,2,2,0,0,3.39,3.29,2.2
Lille,Rennes,1,2,A,11,22,3,12,15,4,2,9,1,0,0,0,2.14,3.29,3.6
Metz,Saint-Étienne,3,0,H,19,7,12,4,14,11,6,3,1,4,0,1,2.5,3.2,3
Paris S-G,Dijon,8,0,H,23,6,14,1,8,16,9,4,0,1,0,0,1.07,13,25
Toulouse,Nantes,1,1,D,15,11,3,2,17,16,3,2,2,4,0,0,2.6,3,3
Caen,Marseille,0,2,A,5,12,2,4,18,15,1,4,2,3,0,0,4.75,3.6,1.75
Amiens,Guingamp,3,1,H,13,6,6,1,9,11,7,3,0,2,0,0,3.1,3.1,2.45
Montpellier,Toulouse,2,1,H,22,9,5,3,18,13,5,4,1,4,0,1,1.72,3.39,5.75
Nantes,Bordeaux,0,1,A,14,9,4,3,19,11,3,5,1,2,0,0,1.9,3.29,4.5
Rennes,Angers,1,0,H,9,9,2,3,13,17,5,4,3,5,0,1,2.1,3.1,3.89
Strasbourg,Dijon,3,2,H,16,12,9,5,17,22,5,1,1,1,0,0,2,3.29,4
Troyes,Lille,1,0,H,7,9,2,1,13,10,5,6,0,2,0,0,2.7,3,2.89
Lyon,Paris S-G,2,1,H,11,11,6,3,16,11,3,7,2,3,0,1,7.5,5,1.39
Monaco,Metz,3,1,H,13,3,6,2,11,15,6,3,1,1,0,1,1.33,5.25,8.5
Nice,Saint-Étienne,1,0,H,7,9,2,2,15,23,4,4,3,1,0,0,1.57,3.79,6.5
Dijon,Rennes,2,1,H,14,13,4,4,10,17,3,5,3,2,0,0,2.54,3.39,2.75
Angers,Amiens,1,0,H,16,3,7,0,14,19,5,4,1,3,0,0,1.85,3.29,4.75
Guingamp,Nantes,0,3,A,6,13,0,5,9,17,3,9,2,3,0,0,2.39,3.1,3.25
Metz,Nice,2,1,H,15,13,5,5,26,19,4,2,4,5,0,1,3.39,3.25,2.25
Paris S-G,Montpellier,4,0,H,11,16,7,3,16,11,2,10,1,2,0,0,1.14,8.5,17
Saint-Étienne,Caen,2,1,H,12,14,4,3,12,17,3,8,2,1,0,0,2.04,3.29,3.79
Toulouse,Troyes,1,0,H,20,1,7,0,11,15,6,2,1,4,0,1,2,3.2,4.2
Bordeaux,Lyon,3,1,H,9,9,4,4,17,12,2,1,3,3,1,0,3.6,3.5,2.04
Lille,Strasbourg,2,1,H,8,11,5,2,5,11,6,2,1,1,0,0,2.14,3.29,3.5
Marseille,Monaco,2,2,D,17,9,6,3,20,15,5,7,3,2,0,0,1.95,3.6,3.79
Marseille,Metz,6,3,H,18,18,10,8,9,17,3,5,1,0,0,0,1.25,6,12
Amiens,Saint-Étienne,0,2,A,8,16,0,8,10,16,3,4,2,1,0,0,2.5,3.1,3.1
Lille,Paris S-G,0,3,A,10,19,3,9,11,4,3,9,1,1,0,0,17,7.5,1.16
Montpellier,Angers,2,1,H,8,8,3,2,10,10,5,1,0,2,0,0,2,3.1,4.33
Nice,Toulouse,0,1,A,14,6,2,1,14,13,11,1,2,2,0,0,1.95,3.39,4.2
Strasbourg,Bordeaux,0,2,A,9,7,0,4,13,15,7,2,1,4,0,0,3.2,3,2.5
Caen,Nantes,3,2,H,16,14,7,4,11,9,6,4,1,2,0,0,2.79,2.89,2.87
Monaco,Lyon,3,2,H,12,13,7,4,18,15,3,7,3,3,1,0,2.29,3.5,3
Rennes,Guingamp,0,1,A,13,11,5,4,20,12,4,4,2,4,0,0,2,3.29,4
Saint-Étienne,Marseille,2,2,D,7,12,3,4,12,12,2,7,0,0,0,0,4.33,3.6,1.85
Angers,Monaco,0,4,A,11,10,1,6,11,6,4,3,1,0,0,0,3.2,3.29,2.29
Bordeaux,Amiens,3,2,H,14,19,4,6,11,13,7,11,0,1,0,0,1.5,4,7.5
Dijon,Nice,3,2,H,11,14,3,5,14,14,4,8,2,3,0,0,2.7,3.29,2.62
Guingamp,Caen,0,0,D,6,12,1,2,12,17,1,7,1,2,0,0,2.1,3.29,3.75
Metz,Montpellier,0,1,A,12,16,5,8,15,11,11,6,2,1,0,0,3.29,3.1,2.37
Toulouse,Paris S-G,0,1,A,3,21,1,6,20,13,0,10,4,2,0,0,17,7,1.18
Lyon,Rennes,0,2,A,19,6,6,3,16,8,10,1,2,1,0,0,1.5,4.33,6.5
Nantes,Lille,2,2,D,20,7,6,4,9,11,5,7,0,1,0,0,1.85,3.39,4.75
Strasbourg,Troyes,2,1,H,12,12,2,4,9,14,4,6,2,2,0,0,1.95,3.39,4.2
Monaco,Dijon,4,0,H,14,7,5,4,11,13,5,5,2,1,0,0,1.28,5.75,10
Amiens,Toulouse,0,0,D,6,12,1,5,11,15,2,6,1,0,1,0,2.7,3,2.87
Angers,Saint-Étienne,0,1,A,19,10,4,3,14,14,10,5,1,2,0,0,2.5,3.2,3
Caen,Rennes,2,2,D,18,11,6,5,4,8,12,11,2,0,0,0,2.45,3.1,3.1
Montpellier,Guingamp,1,1,D,19,4,5,1,8,15,4,2,1,1,0,0,1.8,3.39,5
Paris S-G,Strasbourg,5,2,H,20,12,11,2,9,15,4,6,2,3,0,0,1.08,11,34
Troyes,Metz,1,0,H,18,10,9,4,9,9,10,4,1,2,0,0,2.2,3.2,3.5
Lille,Lyon,2,2,D,14,13,5,5,12,9,7,3,0,4,0,0,4,3.5,1.95
Marseille,Bordeaux,1,0,H,12,5,8,1,11,12,7,4,2,2,0,0,1.61,4,5.5
Nice,Nantes,1,1,D,12,9,4,3,13,9,14,4,2,0,0,0,2.25,3.1,3.5
Troyes,Dijon,0,0,D,9,7,3,1,15,12,8,6,2,1,0,0,2.39,3.29,3
Strasbourg,Montpellier,0,0,D,11,8,3,2,17,11,4,3,2,3,0,0,3.2,3,2.39
Dijon,Caen,2,0,H,13,13,3,2,6,16,5,8,1,4,0,0,2.2,3.29,3.39
Guingamp,Metz,2,2,D,17,5,8,2,15,16,5,5,3,4,0,0,2,3.5,3.79
Lille,Angers,1,2,A,14,14,3,9,12,11,4,5,0,2,0,0,2.2,3.2,3.5
Nantes,Amiens,0,1,A,27,8,4,1,10,16,8,6,2,2,0,0,1.66,3.6,5.75
