Wk,Home,Away,HomeGoals,AwayGoals,HomexG,AwayxG
16,Bordeaux,Saint-Étienne,3,2,2.2,1.9
16,Reims,Toulouse,0,1,1.5,1
16,Nantes,Marseille,3,2,1.2,1.5
16,Strasbourg,Paris S-G,1,1,0.9,1.8
17,Guingamp,Amiens,1,2,1.2,1.6
17,Rennes,Dijon,2,0,2.3,0.5
17,Strasbourg,Caen,2,2,1.3,0.3
17,Lille,Reims,1,1,1.6,1.1
18,Reims,Strasbourg,2,1,0.7,0.7
18,Nîmes,Lille,2,3,1.1,0.8
18,Nice,Saint-Étienne,1,1,3.9,1.1
18,Lyon,Monaco,3,0,1.4,0.1
18,Caen,Toulouse,2,1,1.5,1
19,Lille,Toulouse,1,2,1.1,1.6
19,Angers,Marseille,1,1,1.7,1.2
19,Saint-Étienne,Dijon,3,0,2.2,1
19,Montpellier,Lyon,1,1,0.8,0.6
19,Rennes,Nîmes,4,0,1.9,1.5
19,Strasbourg,Nice,2,0,2,1.2
19,Reims,Caen,2,2,1.6,1.5
19,Monaco,Guingamp,0,2,0.6,1.1
19,Paris S-G,Nantes,1,0,2.1,0.4
19,Bordeaux,Amiens,1,1,0.5,0.4
18,Nantes,Montpellier,2,0,1.6,0.8
18,Amiens,Angers,0,0,2.1,0.1
20,Caen,Lille,1,3,1.3,2.4
20,Lyon,Reims,1,1,1.5,0.9
20,Amiens,Paris S-G,0,3,0.3,3
20,Guingamp,Saint-Étienne,0,1,0.7,0.8
20,Nice,Bordeaux,1,0,1.7,1.6
20,Nantes,Rennes,0,1,1.7,0.2
20,Dijon,Montpellier,1,1,0.9,0.9
20,Toulouse,Strasbourg,1,2,2.1,1.2
20,Marseille,Monaco,1,1,1.3,0.8
17,Angers,Bordeaux,1,2,2.7,0.5
17,Nîmes,Nantes,1,0,0.8,0.5
17,Monaco,Nice,1,1,1.6,1.2
17,Toulouse,Lyon,2,2,0.9,2
18,Guingamp,Rennes,2,1,0.7,1.2
17,Saint-Étienne,Marseille,2,1,2.1,1.1
21,Lille,Amiens,2,1,2.2,0.3
21,Paris S-G,Guingamp,9,0,4.8,0
21,Nîmes,Toulouse,0,1,1.4,0.8
21,Reims,Nice,1,1,1,1.3
21,Monaco,Strasbourg,1,5,1,1.2
21,Rennes,Montpellier,0,0,1.1,0.4
21,Angers,Nantes,1,0,0.2,0.9
21,Caen,Marseille,0,1,0.5,0.9
21,Bordeaux,Dijon,1,0,2,1
21,Saint-Étienne,Lyon,1,2,2,2.2
20,Nîmes,Angers,3,1,1.5,1.4
22,Marseille,Lille,1,2,1.4,2.2
22,Guingamp,Reims,0,1,0.7,0.7
22,Nice,Nîmes,2,0,1.7,0.8
22,Dijon,Monaco,2,0,1.6,1.7
22,Strasbourg,Bordeaux,1,0,0.4,0.8
22,Montpellier,Caen,2,0,1.2,0.4
22,Amiens,Lyon,0,1,0.9,1.4
22,Toulouse,Angers,0,0,1.5,1.2
22,Paris S-G,Rennes,4,1,3.3,1.2
22,Nantes,Saint-Étienne,1,1,1.4,1.6
23,Lille,Nice,4,0,1.7,0.3
23,Monaco,Toulouse,2,1,1.4,1.1
23,Rennes,Amiens,1,0,1.6,0.5
23,Angers,Dijon,1,0,1.5,0.5
23,Reims,Marseille,2,1,1.2,0.8
23,Nîmes,Montpellier,1,1,0.8,0.6
23,Lyon,Paris S-G,2,1,3,2.1
18,Marseille,Bordeaux,1,0,1.9,0.3
24,Dijon,Marseille,1,2,0.9,1.4
24,Paris S-G,Bordeaux,1,0,2.4,0.7
24,Strasbourg,Angers,1,2,1.2,1
24,Amiens,Caen,1,0,0.7,0.4
24,Montpellier,Monaco,2,2,1.3,1.5
24,Toulouse,Reims,1,1,0.6,1.7
24,Nantes,Nîmes,2,4,1.9,2
24,Guingamp,Lille,0,2,0.4,1.5
24,Rennes,Saint-Étienne,3,0,2.4,1.6
24,Nice,Lyon,1,0,1.4,1.7
23,Saint-Étienne,Strasbourg,2,1,1.4,0.6
23,Caen,Nantes,0,1,0.5,1.5
25,Nîmes,Dijon,2,0,1,1.2
25,Lyon,Guingamp,2,1,1.3,1.4
25,Marseille,Amiens,2,0,0.8,0.9
25,Angers,Nice,3,0,2.1,0.7
25,Monaco,Nantes,1,0,1.1,0.4
25,Bordeaux,Toulouse,2,1,0.6,1.8
25,Caen,Strasbourg,0,0,0.7,0.9
25,Lille,Montpellier,0,0,0.9,0.4
25,Reims,Rennes,2,0,0.8,0.4
25,Saint-Étienne,Paris S-G,0,1,0.9,1.4
23,Bordeaux,Guingamp,0,0,1.1,1.4
17,Paris S-G,Montpellier,5,1,3.2,1.3
26,Dijon,Saint-Étienne,0,1,0.3,1.4
26,Strasbourg,Lille,1,1,0.6,1.2
26,Paris S-G,Nîmes,3,0,3.9,0.3
26,Amiens,Nice,1,0,1.2,0.2
26,Guingamp,Angers,1,0,0.3,0.3
26,Montpellier,Reims,2,4,1.4,2.3
26,Toulouse,Caen,1,1,1.1,2.7
26,Nantes,Bordeaux,1,0,1.8,0.2
26,Rennes,Marseille,1,1,1,0.8
26,Monaco,Lyon,2,0,1.2,1.5
27,Caen,Paris S-G,1,2,0.3,4
27,Reims,Amiens,2,2,1,1.9
27,Angers,Monaco,2,2,1.1,1.4
27,Nice,Strasbourg,1,0,1.5,0.4
27,Guingamp,Nantes,0,0,0.4,1
27,Lille,Dijon,1,0,1.4,0.4
27,Lyon,Toulouse,5,1,4.1,0.4
27,Marseille,Saint-Étienne,2,0,2,0.3
27,Bordeaux,Montpellier,1,2,1.5,1.2
28,Strasbourg,Lyon,2,2,1,3.3
28,Amiens,Nîmes,2,1,2.3,0.9
28,Dijon,Reims,1,1,0.9,3.8
28,Monaco,Bordeaux,1,1,1.4,1.8
28,Toulouse,Guingamp,1,0,1.3,0.8
28,Montpellier,Angers,2,2,1.1,1.5
28,Saint-Étienne,Lille,0,1,0.5,1.7
28,Rennes,Caen,3,1,2.4,0.2
28,Marseille,Nice,1,0,0.6,0.3
18,Dijon,Paris S-G,0,4,0.3,2.9
29,Nice,Toulouse,1,1,0.8,1.2
29,Lille,Monaco,0,1,1.7,1.6
29,Nîmes,Strasbourg,2,2,1.9,0.6
29,Guingamp,Dijon,1,0,1.7,0.6
29,Angers,Amiens,0,0,1.6,0.7
29,Caen,Saint-Étienne,0,5,0,2.2
29,Lyon,Montpellier,3,2,2.7,0.6
29,Reims,Nantes,1,0,0.8,0.3
29,Bordeaux,Rennes,1,1,1.4,0.6
29,Paris S-G,Marseille,3,1,1.4,0.2
30,Rennes,Lyon,0,1,1.2,1.8
30,Marseille,Angers,2,2,1.2,2.4
30,Amiens,Bordeaux,0,0,1.5,0.6
30,Monaco,Caen,0,1,1.7,0.8
30,Dijon,Nice,0,1,0.7,0.9
30,Nantes,Lille,2,3,2.1,3
30,Toulouse,Paris S-G,0,1,1.3,1.5
30,Saint-Étienne,Nîmes,2,1,2.7,1.3
30,Montpellier,Guingamp,2,0,2.1,0.4
30,Strasbourg,Reims,4,0,2.1,0.7
31,Bordeaux,Marseille,2,0,1.4,1.6
31,Lyon,Dijon,1,3,2.9,0.7
31,Guingamp,Monaco,1,1,0.5,1.8
31,Amiens,Saint-Étienne,2,2,1,2.1
31,Angers,Rennes,3,3,1.2,1.9
31,Nîmes,Caen,2,0,1.1,0.2
31,Reims,Lille,1,1,1.2,0.9
31,Toulouse,Nantes,1,0,3,0.9
31,Nice,Montpellier,1,0,0.8,0.7
31,Paris S-G,Strasbourg,2,2,3.5,0.7
27,Nîmes,Rennes,3,1,1.6,0.6
32,Dijon,Amiens,0,0,1.2,0.3
32,Nantes,Lyon,2,1,1.1,1
32,Marseille,Nîmes,2,1,1.4,0.9
32,Monaco,Reims,0,0,1.8,0.7
32,Strasbourg,Guingamp,3,3,0.9,2
32,Caen,Angers,0,1,0.6,1.4
32,Montpellier,Toulouse,2,1,1.9,0.2
32,Rennes,Nice,0,0,0.9,0.6
32,Saint-Étienne,Bordeaux,3,0,2.2,0.5
32,Lille,Paris S-G,5,1,1.6,1.1
28,Nantes,Paris S-G,3,2,1.6,0.9
33,Dijon,Rennes,3,2,1.1,0.9
33,Lyon,Angers,2,1,2.5,0.6
33,Guingamp,Marseille,1,3,1.1,2.1
33,Nîmes,Bordeaux,2,1,1.3,1
33,Strasbourg,Montpellier,1,3,0.6,2.3
33,Nice,Caen,0,1,1.9,0.7
33,Toulouse,Lille,0,0,0.6,1.5
33,Nantes,Amiens,3,2,1.3,0.4
33,Reims,Saint-Étienne,0,2,0.8,1.6
33,Paris S-G,Monaco,3,1,2,1.3
34,Bordeaux,Lyon,2,3,0.8,3.1
34,Nice,Guingamp,3,0,2.1,0.8
34,Lille,Nîmes,5,0,2.5,1
34,Caen,Dijon,1,0,1.6,0.8
34,Angers,Reims,1,1,0.5,0.2
34,Amiens,Strasbourg,0,0,0.7,0.4
34,Saint-Étienne,Toulouse,2,0,1.8,1.2
34,Marseille,Nantes,1,2,1.9,1.2
34,Montpellier,Paris S-G,3,2,1.5,1.5
34,Rennes,Monaco,2,2,1.4,1.1
35,Strasbourg,Marseille,1,1,1.4,1.2
35,Paris S-G,Nice,1,1,2.9,0.9
35,Guingamp,Caen,0,0,0.4,0
35,Bordeaux,Angers,0,1,0.5,0.5
35,Reims,Nîmes,0,3,0.3,1.7
35,Nantes,Dijon,3,0,2,0.9
35,Toulouse,Rennes,2,2,2.3,1.8
35,Montpellier,Amiens,1,1,0.7,0.3
35,Monaco,Saint-Étienne,2,3,2.4,0.9
35,Lyon,Lille,2,2,1.9,2
36,Saint-Étienne,Montpellier,0,1,1,1.6
36,Angers,Paris S-G,1,2,2.4,1.3
36,Caen,Reims,3,2,1.5,1.6
36,Nice,Nantes,1,1,1.8,2.3
36,Nîmes,Monaco,1,0,1.2,0.8
36,Amiens,Toulouse,0,0,0.6,0.4
36,Dijon,Strasbourg,2,1,1.9,2
36,Rennes,Guingamp,1,1,1.2,2.9
36,Lille,Bordeaux,1,0,1.2,0.8
36,Marseille,Lyon,0,3,1.7,1.5
37,Paris S-G,Dijon,4,0,3.2,1
37,Lille,Angers,5,0,2.8,1.3
37,Guingamp,Nîmes,2,2,2.5,1.8
37,Bordeaux,Reims,0,1,0.7,1.3
37,Montpellier,Nantes,1,1,0.9,0.7
37,Lyon,Caen,4,0,2.7,0.3
37,Strasbourg,Rennes,0,2,1.7,0.8
37,Toulouse,Marseille,2,5,1.7,2.2
37,Monaco,Amiens,2,0,0.9,0.6
37,Saint-Étienne,Nice,3,0,1.6,1
38,Rennes,Lille,3,1,2.4,1.4
38,Nîmes,Lyon,2,3,1.5,1.4
38,Angers,Saint-Étienne,1,1,1.8,1.3
38,Nice,Monaco,2,0,1.4,2
38,Nantes,Strasbourg,0,1,1.5,0.9
38,Reims,Paris S-G,3,1,1.1,1.8
38,Dijon,Toulouse,2,1,1.1,0.5
38,Caen,Bordeaux,0,1,0.5,0.9
38,Marseille,Montpellier,1,0,1.5,0.8
38,Amiens,Guingamp,2,1,2,1.2
